作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0889	0011	完了	香川県	観音寺市	県道49号線（JR観音寺駅前）	768-0060	香川県観音寺市観音寺町		34.125927	133.654978	"https://www.google.co.jp/maps/@34.1249624,133.6561627,3a,15y,234.59h,93.47t/data=!3m6!1e1!3m4!1sZhmQ6ywJ_OiTiTHWWFrwTA!2e0!7i13312!8i6656"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第1話で、学校帰りの勇者部一行がうどん屋で時間を過ごして日が暮れるシーンの夕焼けの街のカットの場所で、JR 観音寺駅の看板とビジネス旅館白梅別館の看板が描かれていました。				カンオンジシ	ユ	37	12	7	
0889	0012	完了	香川県	観音寺市	財田川沿いの道	768-0069	香川県観音寺市茂木町5-7		34.133661	133.658860	"https://www.google.co.jp/maps/@34.1337309,133.6597263,3a,15y,265.65h,87.48t/data=!3m6!1e1!3m4!1sq4zrHhebZIQsRahljcWoOQ!2e0!7i13312!8i6656"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第3話で、砂浜での剣の鍛錬を終えた三好夏凜が家に帰るシーンで、自転車に乗った夏凜が下流側（西側）へ向けて走っていました。				カンオンジシ	ユ	37	12	7	
0889	0013	完了	香川県	観音寺市	鳥居	768-0060	香川県観音寺市観音寺町甲		34.129757	133.647873	"https://www.google.co.jp/maps/@34.1297954,133.6481193,3a,54.9y,254.75h,80.73t/data=!3m4!1e1!3m2!1saCx0yK5axwjrNc-nkVwgfg!2e0"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第7話冒頭の12体のバーテックスを全て倒したご褒美で大赦が合宿先を用意してくれたと言う結城友奈のナレーションシーンのカットで描かれていた場所。				カンオンジシ	ユ	37	12	7	
0889	0014	完了	香川県	観音寺市	三架橋付近	768-0060	香川県観音寺市観音寺町甲		34.131308	133.650794	"https://www.google.co.jp/maps/@34.1314581,133.6510332,3a,22.4y,239.13h,89.08t/data=!3m6!1e1!3m4!1skrZgLYf7ODQYtyLELMCqCw!2e0!7i13312!8i6656"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第12話で、車椅子から松葉杖で歩くまで回復した結城友奈が、勇者部の仲間と歩いていた場所。				カンオンジシ	ユ	37	12	7	
0889	0015	完了	香川県	観音寺市	財田川沿いの道（高松地方裁判所観音寺支部前）	768-0060	香川県観音寺市観音寺町甲2804		34.129466	133.647071	"https://www.google.co.jp/maps/@34.1294377,133.647,3a,46.4y,58.96h,82.74t/data=!3m4!1e1!3m2!1srWkfhZIJ7PNfKAmRFrsCVw!2e0?hl=ja"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第2話の回想シーンで、結城友奈の家の隣に東郷美森が引っ越して来たシーンで、描かれていた場所。作中では、ちょうど裁判所支部の敷地が東郷の家に描き変えられていました。第7話で、勇者は死ねないという意味と、精霊の役割に気づいた美森が、犬吠埼風と友奈にそこのとを話すシーンの冒頭でも同じカットが使われていました。				カンオンジシ	ユ	37	12	7	
0889	0016	完了	香川県	観音寺市	三架橋	768-0061	香川県観音寺市八幡町1		34.131642	133.650379	"https://www.google.co.jp/maps/@34.1321054,133.6500661,3a,15y,144.34h,90.72t/data=!3m6!1e1!3m4!1sgGzhVVEMDj90Rrr85Q5sRQ!2e0!7i13312!8i6656?hl=ja"						結城友奈は勇者である	ユウキユウナハユウシャデアル	オープニング。第1話で学校帰りの犬吠埼風と犬吠埼樹が割ったっていた橋。北西岸から望む構図で、橋左側を渡る姿が描かれており、背後にBOUTIQUE TAKATSUJIの看板が確認できます。				カンオンジシ	ユ	37	12	7	
0889	0017	完了	香川県	観音寺市	川	768-0061	香川県観音寺市八幡町1		34.132024	133.649823	-						結城友奈は勇者である	ユウキユウナハユウシャデアル	第1話冒頭の結城友奈のモノローグシーンで描かれていた街のカットの場所7。川の岩の四方に紙垂（しで）の付いた忌竹（いみだけ）を立て、これを注連繩（しめなわ）で結んだ何かの結界が描かれていました。				カンオンジシ	ユ	37	12	7	
0889	0018	完了	香川県	観音寺市	琴弾八幡宮	768-0061	香川県観音寺市八幡町1-1-1		34.131881	133.649440	"https://www.google.co.jp/maps/@34.1318239,133.6497289,3a,78.9y,282.53h,93.21t/data=!3m4!1e1!3m2!1sxp2S3RMtewRbCH-By-FOIw!2e0?hl=ja"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第1話冒頭の結城友奈のモノローグシーンで描かれていた街のカットの場所6。同話の学校帰りのシーンでは、夕方の鳥居が描かれていました。第6話では、友奈が三好夏凜を探していたシーンで、門辺りから鳥居越しに海方面を望むカットと神幸殿が描かれていました。第10話の回想シーンでは、友奈が境内の階段に腰掛けて、東郷美森の手作りぼた餅を食べていました。				カンオンジシ	ユ	37	12	7	
0889	0019	完了	香川県	観音寺市	琴弾八幡宮 神幸殿	768-0061	香川県観音寺市八幡町1-1-1		34.131546	133.647792	-						結城友奈は勇者である	ユウキユウナハユウシャデアル	第6話で、一人だけ満開による身体機能の欠損を受けなかったことでみんなに引け目を感じ勇者部に顔を出さなくなった三好夏凜を、結城友奈が探すシーンで描かれていた社殿。				カンオンジシ	ユ	37	12	7	
0889	0020	完了	香川県	観音寺市	交差点	768-0061	香川県観音寺市八幡町1-10		34.133700	133.652312	"https://www.google.co.jp/maps/@34.1338446,133.6526232,3a,15y,240.88h,86.77t/data=!3m6!1e1!3m4!1sAPyWc6Lp1kGIxohNIHH-kQ!2e0!7i13312!8i6656"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第12話で、結城友奈だけがいつまでも意識の戻らぬ悲しみと寂しさに必死に耐えている東郷美森が一人寂しく信号待ちをしていた交差点。				カンオンジシ	ユ	37	12	7	
0889	0021	完了	香川県	観音寺市	中学校の裏山	768-0061	香川県観音寺市八幡町2-9		34.137527	133.646055	"https://www.google.co.jp/maps/@34.1375239,133.6460502,3a,42.9y,110.17h,90.15t/data=!3m4!1e1!3m2!1s1oNvdV4d0SYmjLZwVZtVQQ!2e0"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第6話で、一人だけ満開による身体機能の欠損を受けなかったことでみんなに引け目を感じ勇者部に顔を出さなくなった三好夏凜を、結城友奈が探すシーンの挿入カットで描かれていた風景。				カンオンジシ	ユ	37	12	7	
0889	0022	完了	香川県	観音寺市	観音寺中学校	768-0061	香川県観音寺市八幡町2-10-7		34.136173	133.646152	"https://www.google.co.jp/maps/@34.136909,133.646633,3a,38.2y,253.82h,94.86t/data=!3m6!1e1!3m4!1sGuoYz8OEKNTqrWM0ZsY6jg!2e0!7i13312!8i6656"					0875-25-2440	結城友奈は勇者である	ユウキユウナハユウシャデアル	結城友奈たちの通う「讃州中学校」のモデル。校門や校舎の外観が描かれていました。	http://kanonji-jh.city-kanonji.ed.jp/			カンオンジシ	ユ	37	12	7	
0889	0023	完了	香川県	観音寺市	琴弾公園	768-0062	香川県観音寺市有明町		34.134117	133.642279	-						結城友奈は勇者である	ユウキユウナハユウシャデアル	第10話の回想シーンで、引っ越してきたばかりの東郷美森を結城友奈が連れ出し、東郷の車椅子を押しながら歩いていた桜並木のある公園。				カンオンジシ	ユ	37	12	7	
0889	0024	完了	香川県	観音寺市	有明浜	768-0062	香川県観音寺市有明町7		34.133358	133.640575	-						結城友奈は勇者である	ユウキユウナハユウシャデアル	第1話冒頭の結城友奈のモノローグシーンで描かれていた街のカットの場所1。各話で三好夏凜が剣の稽古をしていたのもこの砂浜でした。				カンオンジシ	ユ	37	12	7	
0889	0025	完了	香川県	観音寺市	防波堤沿いの道	768-0062	香川県観音寺市有明町7		34.131243	133.640165	-						結城友奈は勇者である	ユウキユウナハユウシャデアル	第9話で、大赦から精神的に不安定な状態となった勇者部の4人の動向に注意するようにと監督を命じられた三好夏凜が、犬吠埼姉妹の住むマンションに向かって自転車を走らせていた道。				カンオンジシ	ユ	37	12	7	
0889	0026	完了	香川県	観音寺市	防波堤	768-0062	香川県観音寺市有明町7		34.130898	133.640020	"https://www.google.co.jp/maps/@34.130912,133.6401811,3a,18.1y,259.72h,88.53t/data=!3m6!1e1!3m4!1sZtGiagvCn14HVX8bD68ojQ!2e0!7i13312!8i6656"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第9話で、大赦から精神的に不安定な状態となった勇者部の4人の動向に注意するようにと監督を命じられた三好夏凜が、犬吠埼姉妹の住むマンションを監視していた場所。マンションは、作中では琴弾廻廊の敷地内に建っているように描かれていますが、実際には存在しません。				カンオンジシ	ユ	37	12	7	
0889	0027	完了	香川県	観音寺市	手打ちうどん つるや	768-0067	香川県観音寺市坂本町3-7-18		34.127000	133.667101	"https://www.google.co.jp/maps/@34.126821,133.667427,3a,19.7y,303.09h,91.32t/data=!3m6!1e1!3m4!1sKdQSRIsnNIn_oOAWa5QDAA!2e0!7i13312!8i6656"					0875-23-1761	結城友奈は勇者である	ユウキユウナハユウシャデアル	第1話、第3話で「勇者部」一行が学校帰りにうどんを食べていた店。第1話では、犬吠埼風が「うどんは女子力を上げる」と言って肉うどんを4杯も食べていました。作中では店名が「かめや」になっていました。				カンオンジシ	ユ	37	12	7	
0889	0028	完了	香川県	観音寺市	森の木ハイツ	768-0068	香川県観音寺市天神町3		34.129945	133.657206	"https://www.google.co.jp/maps/@34.1299687,133.6574845,3a,41.1y,264.79h,101.15t/data=!3m6!1e1!3m4!1sNtg4DIqo2TN091YdOEJ0Vw!2e0!7i13312!8i6656?hl=ja"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第3話、第6話で描かれていた、讃州中学校に転校してきた三好夏凜がひとり暮らしをしているマンション。				カンオンジシ	ユ	37	12	7	
0889	0029	完了	香川県	観音寺市	住宅街	768-0068	香川県観音寺市天神町3-9		34.131080	133.658453	"https://www.google.co.jp/maps/@34.1310456,133.6585785,3a,45.3y,283.82h,72.62t/data=!3m4!1e1!3m2!1s9cSi705i5OoiLZMTiQLPcQ!2e0"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第6話で、一人だけ満開による身体機能の欠損を受けなかったことでみんなに引け目を感じ勇者部に顔を出さなくなった三好夏凜を、結城友奈が探すシーンで、友奈が走っていた場所。				カンオンジシ	ユ	37	12	7	
0889	0030	完了	香川県	観音寺市	藤原文具店 脇	768-0068	香川県観音寺市天神町2-7		34.130517	133.658097	"https://www.google.co.jp/maps/@34.1301412,133.657697,3a,41.5y,41.38h,84.42t/data=!3m4!1e1!3m2!1s-gpHs3BdoJ886vIqimp4pA!2e0"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第6話で、一人だけ満開による身体機能の欠損を受けなかったことでみんなに引け目を感じ勇者部に顔を出さなくなった三好夏凜を、結城友奈が探すシーンで、友奈が走って出てきた辺り。藤原文具店のKOKUYOの文字こそボカされていますが、その他は細部に至るまで、ほぼ忠実に作画されています。				カンオンジシ	ユ	37	12	7	
0889	0031	完了	香川県	観音寺市	財田川	768-0069	香川県観音寺市茂木町5-7		34.134245	133.659479	"https://www.google.co.jp/maps/@34.1337318,133.6596274,3a,61.9y,333.78h,78.7t/data=!3m4!1e1!3m2!1sO3Ne5dHIK-uT7tkhAJxz3A!2e0"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第10話の勇者部発足当時の回想シーンで、結城友奈たちが川のゴミ拾いをしていた場所。				カンオンジシ	ユ	37	12	7	
0889	0032	完了	香川県	観音寺市	まねきねこ観音寺店	768-0072	香川県観音寺市栄町1-1-10		34.125902	133.659797	"https://www.google.co.jp/maps/@34.1259336,133.6594449,3a,44.4y,113.5h,107.68t/data=!3m4!1e1!3m2!1sgWw0ralQUpLV7mzfY2pgVA!2e0"					0875-25-9110	結城友奈は勇者である	ユウキユウナハユウシャデアル	第4話で、犬吠埼樹の歌の練習のために、勇者部一行が訪れたカラオケ店。作中では店名が「MANEKI」になっていました。	http://www.karaokemanekineko.jp/shop/shikoku-area/kagawa/kanonji.html			カンオンジシ	ユ	37	12	7	
0889	0033	完了	香川県	観音寺市	羽埼病院	768-0072	香川県観音寺市栄町3-4-1		34.124648	133.653493	"https://www.google.co.jp/maps/@34.1250035,133.6553919,3a,29.2y,251.18h,87.65t/data=!3m4!1e1!3m2!1sKXEyG3EZFEIG0FrNJD0WMg!2e0"					0875-25-3382	結城友奈は勇者である	ユウキユウナハユウシャデアル	第6話冒頭、第5話の戦闘で「満開」により消耗しきって倒れた勇者部一行が検査入院していた病院。大正橋から望む構図で描かれていました。作中では病院名が「羽波病院」になっていました。	http://www.hazaki.jp/			カンオンジシ	ユ	37	12	7	
0889	0034	完了	香川県	観音寺市	県道49号線（香川証券 観音寺支店前）	768-0060	香川県観音寺市観音寺町		34.126102	133.654905	"https://www.google.co.jp/maps/@34.1256571,133.6550938,3a,15y,341.4h,92.58t/data=!3m6!1e1!3m4!1soW1ZtPgg4veZCrNf1VCoIQ!2e0!7i13312!8i6656"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第1話冒頭の結城友奈のモノローグシーンで描かれていた街のカットの場所4。観音寺駅前から北側を望む構図で駅前通りが描かれていました。				カンオンジシ	ユ	37	12	7	
0889	0035	完了	香川県	観音寺市	細川ガレージ 前	768-0076	香川県観音寺市港町1-4		34.127011	133.639242	"https://www.google.co.jp/maps/@34.1271332,133.639202,3a,43.8y,153.49h,84.01t/data=!3m4!1e1!3m2!1sBRSNQ-Ejz5if1Yf8q5Nokw!2e0?hl=ja"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第4話で、勇者部に飼い主探しの依頼が来てた仔猫のうち、2匹の貰い手がついたので、二手に別れてそれぞれの依頼主の家へ向かうシーンで、結城友奈、東郷美森、三好夏凜が歩いていた場所。				カンオンジシ	ユ	37	12	7	
0889	0036	完了	香川県	観音寺市	讃岐蒲鉾 裏	768-0076	香川県観音寺市港町1-4		34.127370	133.639103	"https://www.google.co.jp/maps/@34.127339,133.63892,3a,27y,76.02h,90.98t/data=!3m6!1e1!3m4!1spLnAqqzDBlQKMZiaX29jKg!2e0!7i13312!8i6656"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第4話で、勇者部に飼い主探しの依頼が来てた仔猫のうち、2匹の貰い手がついたので、二手に別れてそれぞれの依頼主の家へ向かうシーンで、犬吠埼風と犬吠埼樹が依頼主の家を探していた場所。				カンオンジシ	ユ	37	12	7	
0889	0037	完了	香川県	観音寺市	讃岐蒲鉾	768-0076	香川県観音寺市港町1-4-4		34.127149	133.639403	"https://www.google.co.jp/maps/@34.1270869,133.6392323,3a,28y,73.18h,90.82t/data=!3m6!1e1!3m4!1sajiK5F1gE3wXOy5qnM14Hg!2e0!7i13312!8i6656?hl=ja"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第4話で、勇者部に飼い主探しの依頼が来てた仔猫のうち、2匹の貰い手がついたので、二手に別れてそれぞれの依頼主の家へ向かうシーンで、結城友奈、結城友奈、三好夏凜が歩いていた場所で、道を挟んで建つ工場を繋いだ屋根の下を通っていました。				カンオンジシ	ユ	37	12	7	
0889	0038	完了	香川県	三豊市	財田第四トンネル前	769-0401	香川県三豊市財田町財田上		34.091499	133.808306	"https://www.google.co.jp/maps/@34.0918643,133.808283,3a,47.1y,190.11h,99.27t/data=!3m4!1e1!3m2!1smk6-gSjHcEx1R0oFE_XKYw!2e0"						結城友奈は勇者である	ユウキユウナハユウシャデアル	第9話で、大赦に騙された結果、皆を巻き込み、妹の夢まで奪ってしまったことを知って怒りを爆発させ、変身して大赦を潰しに行こうとする犬吠埼風と、それを止めようとする三好夏凜が戦っていた場所1。				ミトヨシ	ユ	37	13	7	
0889	0039	完了	香川県	三豊市	仁尾サンビーチ	769-1408	香川県三豊市仁尾町曽保浦の谷		34.177936	133.647485	"https://www.google.co.jp/maps/@34.1760169,133.6479509,3a,22.3y,345.44h,88.02t/data=!3m4!1e1!3m2!1sJ7Jj6wTKfKxdV06yXz_8eQ!2e0?hl=ja"	13.0				0875-82-2160	結城友奈は勇者である	ユウキユウナハユウシャデアル	第7話で、12体のバーテックスを全て倒したご褒美で大赦が用意してくれた勇者部の合宿先。作中では名前が「讃州サンビーチ」になっていました。				ミトヨシ	ユ	37	13	7	
