作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在
0404	0011		東京都	千代田区	JR 秋葉原駅 電気街口（南）前の広場	101-0021	東京都千代田区外神田1-17-6		35.6988	139.772544		17		0			STEINS;GATE	シュタインズゲート	第22話で岡部倫太郎と牧瀬紅莉栖が別れていた場所。				チヨダク	シ	13	17	2	
0404	0012		東京都	千代田区	東西自由通路	101-0021	東京都千代田区外神田1-18		35.69958	139.772489		17		0			STEINS;GATE	シュタインズゲート	第6話で桐生萌郁が、第15話				チヨダク	シ	13	17	2	
0404	0013		東京都	千代田区	東西自由通路下	101-0021	東京都千代田区外神田1-18		35.69958	139.772489		17		0			STEINS;GATE	シュタインズゲート	第15話				チヨダク	シ	13	17	2	
0404	0014		東京都	千代田区	階段	101-0021	東京都千代田区外神田1-18		35.69897	139.772581		17		0			STEINS;GATE	シュタインズゲート	第10話で岡部倫太郎と阿万音鈴羽が				チヨダク	シ	13	17	2	
0404	0015		東京都	千代田区	線路脇	101-0021	東京都千代田区外神田1-18		35.69946	139.77298	"https://www.google.co.jp/maps/@35.699532,139.772915,3a,75y,42.28h,88.04t/data=!3m4!1e1!3m2!1sch3jOCDOaW5CxvQqHfXIKg!2e0?hl=ja"	17		120	3		STEINS;GATE	シュタインズゲート	第18話で岡部倫太郎と漆原るかが				チヨダク	シ	13	17	2	
0404	0016		東京都	千代田区	駐車場前	101-0021	東京都千代田区外神田1-18		35.698865	139.77175		18		0			STEINS;GATE	シュタインズゲート	第15話金網。残念ながらこの場所には、2011年7月に世界のラジオ会館秋葉原3号館が建ち、駐車場はなくなってしまいました。				チヨダク	シ	13	17	2	
0404	0017		東京都	千代田区	秋葉原ダイビル	101-0021	東京都千代田区外神田1-18-13		35.699194	139.772095		17		0			STEINS;GATE	シュタインズゲート					チヨダク	シ	13	17	2	
0404	0018		東京都	千代田区	秋葉原ダイビル前	101-0021	東京都千代田区外神田1-18-13		35.699187	139.771805		17		0			STEINS;GATE	シュタインズゲート	第20話でコインロッカーを見張っていた場所				チヨダク	シ	13	17	2	
0404	0019		東京都	千代田区	橙幻郷	101-0021	東京都千代田区外神田3-2-7	石塚ビル1F	35.700534	139.770008	-	18		0		03-6206-9139	STEINS;GATE	シュタインズゲート	第6話でこの店の前で桐生萌郁が	http://tougenkyoumaid.com/	http://tougenkyoumaid.com/		チヨダク	シ	13	17	2	
0404	0020		東京都	千代田区	芳林公園	101-0021	東京都千代田区外神田3-5-18		35.701747	139.769901	-	17		0			STEINS;GATE	シュタインズゲート	第6話で椎名まゆりとダル（橋田至）が滑り台に座っていた公園。第18話で岡部倫太郎と牧瀬紅莉栖が。作中の滑り台はスタンダードな形で描かれていましたが、実在の滑り台はジャングルジム的な要素が加わった特殊な形状をしています。				チヨダク	シ	13	17	2	
0404	0021		東京都	千代田区	メイリッシュ	101-0021	東京都千代田区外神田3-6-2	FH協和スクエア2F	35.702291	139.769606	"https://www.google.co.jp/maps/@35.702394,139.769429,3a,75y,122.01h,92.65t/data=!3m4!1e1!3m2!1sv44FDUyKLAoIPKW_c8sa6Q!2e0?hl=ja"	18		120	3	03-5289-7310	STEINS;GATE	シュタインズゲート	第10話では「らーめん太三郎」になっていました。	http://www.mailish.jp/	http://www.mailish.jp/		チヨダク	シ	13	17	2	
0404	0022		東京都	千代田区	山口ビル 前	101-0021	東京都千代田区外神田3-7-2		35.702239	139.770083	"https://www.google.co.jp/maps/@35.702312,139.770067,3a,75y,164.28h,84.56t/data=!3m4!1e1!3m2!1s3qbaCKd8iF494ib4Esrp7w!2e0?hl=ja"	18		120	1.5		STEINS;GATE	シュタインズゲート	第20話				チヨダク	シ	13	17	2	
0404	0023		東京都	千代田区	マルツパーツ館＋ツートップ秋葉原本店前	101-0021	東京都千代田区外神田3-10		35.70098	139.770904		18		0			STEINS;GATE	シュタインズゲート	第8話でアキバお～禄號店前辺りを南へ向けて歩く牧瀬紅莉栖と椎名まゆりが、座標地点辺りから遠景で描かれており、マルツパーツ館とツートップ秋葉原本店が確認できます。				チヨダク	シ	13	17	2	
0404	0024		東京都	千代田区	Dospara秋葉原本店	101-0021	東京都千代田区外神田3-11-2	ロック2ビル1～2F	35.700562	139.770706		18		0			STEINS;GATE	シュタインズゲート	第8話で牧瀬紅莉栖と椎名まゆりが	http://shop.dospara.co.jp/pc/hon/	http://shop.dospara.co.jp/pc/hon/		チヨダク	シ	13	17	2	
0404	0025		東京都	千代田区	あきばお～禄號店	101-0021	東京都千代田区外神田3-11-8	キモトビル1F	35.700649	139.77077		18		0		03-3257-0234	STEINS;GATE	シュタインズゲート	第8話で背景に看板の「禄號店」の文字のみ描かれていました。				チヨダク	シ	13	17	2	
0404	0026		東京都	千代田区	自動販売機（秋葉原クレーン研究所）	101-0021	東京都千代田区外神田3-12-15		35.699891	139.770429		18		0			STEINS;GATE	シュタインズゲート	第3話で椎名まゆりがおでん缶を購入していた自動販売機。第15話ではやや遠景で描かれていましたが、秋葉原クレーン研究所の看板は「HANDHEID PC mobileの専門店 元祖」という白地に文字だけのものに変えられていました。				チヨダク	シ	13	17	2	
0404	0027		東京都	千代田区	ソフマップ リユース総合館	101-0021	東京都千代田区外神田3-13-8		35.700551	139.770939		18		0		03-3253-3399	STEINS;GATE	シュタインズゲート	第8話で牧瀬紅莉栖と椎名まゆりが	http://www.sofmap.com/tenpo/topics/exec/_/id=shop/-/sid=akb-reuse	http://www.sofmap.com/tenpo/topics/exec/_/id=shop/-/sid=akb-reuse		チヨダク	シ	13	17	2	
0404	0028		東京都	千代田区	サンボ	101-0021	東京都千代田区外神田3-14-4	国際ビル1F	35.701279	139.771043	"https://www.google.co.jp/maps/@35.701243,139.77093,3a,75y,53.19h,95.76t/data=!3m4!1e1!3m2!1sS3gaU5MPwr8yFIn8OFDGYg!2e0?hl=ja"	18		120	1.5		STEINS;GATE	シュタインズゲート	第3話。作中では看板の文字が「さんぼ」とひらがなに変えられていました。第15話。				チヨダク	シ	13	17	2	
0404	0029		東京都	千代田区	コインロッカー	101-0021	東京都千代田区外神田3-15-4		35.701836	139.771025		18		0			STEINS;GATE	シュタインズゲート	第10話で岡部倫太郎と椎名まゆりが、日商会館ビル脇のコインロッカー、千代田区の掲示板も忠実に描かれていました。				チヨダク	シ	13	17	2	
0404	0030		東京都	千代田区	アキバ系アイドルショップ AKIBA system idle shop	101-0021	東京都千代田区外神田3-15-6	小暮末広ビル2F	35.701771	139.771378		18		0		03-3251-0580	STEINS;GATE	シュタインズゲート	第10話。作中では「●葉電商」やパソコン、ミニコンボ、ガスコンロ、オーブンレンジ、冷蔵庫の文字が描かれており、電気店という感じで描かれていました。				チヨダク	シ	13	17	2	
0404	0031		東京都	千代田区	ソフマップ 秋葉原モバイル館	101-0021	東京都千代田区外神田4-2-1	丸芝ビル	35.700067	139.771655	"https://www.google.co.jp/maps/@35.699897,139.771446,3a,75y,48.12h,94.38t/data=!3m4!1e1!3m2!1se_cQeYX0bcKq7fV_HGEGxQ!2e0?hl=ja"	18		120	3	03-5256-3331	STEINS;GATE	シュタインズゲート	第2話				チヨダク	シ	13	17	2	
0404	0032		東京都	千代田区	コミックとらのあな 秋葉原店B	101-0021	東京都千代田区外神田4-3-1		35.700348	139.771751		18		0			STEINS;GATE	シュタインズゲート	とらのあな仕様の自動販売機が並んでいる場所	http://www.toranoana.jp/shop/akihabara/			チヨダク	シ	13	17	2	
0404	0033		東京都	千代田区	虎々ちゃん自動販売機	101-0021	東京都千代田区外神田4-3-1		35.700318	139.771684		19		0			STEINS;GATE	シュタインズゲート	第4話、第5話に登場したとらのあな仕様の自動販売機。				チヨダク	シ	13	17	2	
0404	0034		東京都	千代田区	高架下	101-0021	東京都千代田区外神田4-14		35.699584	139.773077		18		0			STEINS;GATE	シュタインズゲート	第15話で岡部倫太郎とフェイリスが				チヨダク	シ	13	17	2	
0404	0035		東京都	千代田区	秋葉原UDX	101-0021	東京都千代田区外神田4-14-1		35.70044	139.772599		16		0			STEINS;GATE	シュタインズゲート	岡部倫太郎が肩を落としてトボトボ歩いていた場所。	http://www.akiba-cross.jp/	http://www.akiba-cross.jp/		チヨダク	シ	13	17	2	
0404	0036	完了	東京都	千代田区	ワイズマートAKIBA-ICHI店	101-0021	東京都千代田区外神田4-14-1	秋葉原UDX AKIBA_ICHI 1F	35.700503	139.772441		18		0		03-3254-6600	STEINS;GATE	シュタインズゲート	第6話で岡部倫太郎とダル（橋田至）が買い物をしていた「マイズマート」のモデル。	http://www.ysmart.co.jp/store/map/pop02.html	http://www.ysmart.co.jp/store/map/pop02.html	文字化け確認	チヨダク	シ	13	17	2	
0404	0037		東京都	千代田区	秋葉原UDX前	101-0021	東京都千代田区外神田4-14-1		35.70032	139.772181		17		0			STEINS;GATE	シュタインズゲート	第6話。第12話で岡部倫太郎と牧瀬紅莉栖が手摺に腰掛けながら話していた場所。UDXから道路側を見た構図で描かれており、向いの麺屋きわみの建物が確認できます。				チヨダク	シ	13	17	2	
0404	0038		東京都	千代田区	東京メトロ 秋葉原駅 3出口前	101-0025	東京都千代田区神田佐久間町1		35.697979	139.774933		18		0			STEINS;GATE	シュタインズゲート	第15話				チヨダク	シ	13	17	2	
0404	0039		東京都	千代田区	高架下	101-0025	東京都千代田区神田佐久間町1		35.697558	139.773002		18		0			STEINS;GATE	シュタインズゲート	第8話で岡部倫太郎が桐生萌郁を追いかけていた高架下。				チヨダク	シ	13	17	2	
0404	0040		東京都	千代田区	和民 秋葉原駅前店	101-0025	東京都千代田区神田佐久間町1-8-7	東亜ビル1F	35.697454	139.773356		18		0		050-5841-7826	STEINS;GATE	シュタインズゲート	第18話で牧瀬紅莉栖とダル（橋田至）が、岡部倫太郎と漆原るかを尾行するシーンで登場した店。高架下のこの店の前を4人が通過していました。作中では店名が「乃巳」に変えられていました。				チヨダク	シ	13	17	2	
0404	0041	完了	東京都	千代田区	ヨドバシAkiba	101-0028	東京都千代田区神田花岡町1-1		35.699153	139.774509	"https://www.google.co.jp/maps/@35.6993857,139.7743287,3a,75y,153.21h,92.55t/data=!3m4!1e1!3m2!1siD6v_yOVeYZGxZUKXNadXw!2e0?hl=ja"	17		120	3		STEINS;GATE	シュタインズゲート	第18話で岡部倫太郎と漆原るかのデートを尾行する牧瀬紅莉栖とダル（橋田至）が柱に身を隠していた場所。背景にすしざんまい秋葉原店の看板が描かれていました。				チヨダク	シ	13	17	2	
0404	0042		東京都	千代田区	線路下の道路	101-0029	東京都千代田区神田相生町1		35.699451	139.773334	"https://www.google.co.jp/maps/@35.6994807,139.7735365,3a,75y,238.96h,66.98t/data=!3m4!1e1!3m2!1sinHAWgESreTP-wdtxhwr9w!2e0?hl=ja"	18		120	3		STEINS;GATE	シュタインズゲート	第18話で岡部倫太郎と漆原るかが通っていたJR線路下を潜る道路。				チヨダク	シ	13	17	2	
0404	0043		東京都	千代田区	須田町交差点	101-0041	東京都千代田区神田須田町1		35.695761	139.770375		18		0			STEINS;GATE	シュタインズゲート	第13話でサングラスの男が車から見張っていた交差点			不確定	チヨダク	シ	13	17	2	
0404	0044		東京都	千代田区	神田ふれあい橋	101-0041	東京都千代田区神田須田町2		35.697014	139.773318		17		0			STEINS;GATE	シュタインズゲート	第18話で岡部倫太郎と漆原るかが				チヨダク	シ	13	17	2	
0404	0045		東京都	千代田区	神田ふれあい橋前	101-0041	東京都千代田区神田須田町2		35.697363	139.773406		18		0			STEINS;GATE	シュタインズゲート	第8話で、岡部倫太郎が桐生萌郁を発見した場所。第15話で椎名まゆりが倒れていた。				チヨダク	シ	13	17	2	
0404	0046	完了	東京都	千代田区	柳森神社	101-0041	東京都千代田区神田須田町2-25-1		35.69675	139.773492	"https://www.google.co.jp/maps/@35.696746,139.773601,3a,75y,90t/data=!3m5!1e2!3m3!1s95924099!2e1!3e10?hl=ja"	17		0			STEINS;GATE	シュタインズゲート	漆原るかが巫女を務める「柳林神社」の所在地のモデル。外観は入谷の秋葉神社をモデルに作画されています。第15話。				チヨダク	シ	13	17	2	
0404	0047		東京都	千代田区	東京メトロ 新御茶ノ水駅	101-0062	東京都千代田区神田駿河台3		35.698056	139.766		17		0			STEINS;GATE	シュタインズゲート	第13話で岡部倫太郎と椎名まゆりが				チヨダク	シ	13	17	2	
0404	0048		東京都	千代田区	東京メトロ 新御茶ノ水駅 B1出口	101-0062	東京都千代田区神田駿河台3		35.699031	139.765344		18		0			STEINS;GATE	シュタインズゲート	第13話で岡部倫太郎と椎名まゆりが				チヨダク	シ	13	17	2	
0404	0049	完了	東京都	千代田区	聖橋交差点	101-0062	東京都千代田区神田駿河台4		35.699227	139.765483		17		0			STEINS;GATE	シュタインズゲート	第13話				チヨダク	シ	13	17	2	
0404	0050		東京都	千代田区	ニコライ堂前の看板	101-0062	東京都千代田区神田駿河台4-1		35.698341	139.765846		18		0			STEINS;GATE	シュタインズゲート	第13話				チヨダク	シ	13	17	2	
0404	0051		東京都	千代田区	神田郵便局前交差点の高架下	101-0063	東京都千代田区神田淡路町2		35.698288	139.768656		18		0			STEINS;GATE	シュタインズゲート	第15話				チヨダク	シ	13	17	2	
0404	0052	完了	東京都	江東区	東京ビッグサイト（東京国際展示場）	135-0063	東京都江東区有明3-11-1		35.629204	139.794756		15		0		03-5530-1112	STEINS;GATE	シュタインズゲート	第21話で登場したコミケの会場。				コウトウク	シ	13	8	2	
0404	0053		東京都	台東区	高架下	110-0005	東京都台東区上野5-10		35.70431	139.774445		18		0			STEINS;GATE	シュタインズゲート	第15話で岡部倫太郎、牧瀬紅莉栖、阿万音鈴羽の3人が話していた高架下で、椎名まゆりとダル（橋田至）が現れたカットでは高架下から西側を向いた構図で三原真珠の建物などが描かれていました。				タイトウク	シ	13	15	2	
0404	0054		東京都	台東区	JR 上野駅	110-0005	東京都台東区上野7-1-1		35.713889	139.777222		14		0			STEINS;GATE	シュタインズゲート	第16話で3、4番線ホームに岡部倫太郎が				タイトウク	シ	13	15	2	
0404	0055	完了	東京都	台東区	秋葉神社	111-0036	東京都台東区松が谷3-10-7		35.716515	139.785841	"https://www.google.co.jp/maps/@35.716422,139.785815,3a,75y,90t/data=!3m5!1e2!3m3!1s63653840!2e1!3e10?hl=ja"	17		0			STEINS;GATE	シュタインズゲート	漆原るかが巫女をしている「柳林神社」の外観のモデル。				タイトウク	シ	13	15	2	
0404	0056		東京都	台東区	コインランドリー	111-0054	東京都台東区鳥越1-12-1		35.702537	139.782842		19		0			STEINS;GATE	シュタインズゲート	第4話。				タイトウク	シ	13	15	2	
0404	0057		東京都	新宿区	東京都庁第一本庁舎	160-0023	東京都新宿区西新宿2-8-1		35.689575	139.691701		16.0					STEINS;GATE	シュタインズゲート	第8話。				シンジュクク	シ	13	11	2	
