作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0008	0020	完了	東京都	渋谷区	Mighty Vision SHIBUYA	150-0042	東京都渋谷区宇田川町22-1	大盛堂商事ビル	35.659763	139.70004	"https://www.google.co.jp/maps/@35.65953,139.700535,3a,75y,303.94h,112.18t/data=!3m4!1e1!3m2!1sZ0hzTeXxld1B8VHbpHi1aQ!2e0"	18		120	1		THE iDOLM@STER	アイドルマスター	第14話で「765プロ」ALL STARS 1st ALBUMのCMが映し出されていた巨大モニター。第23話のみんなから天海春香へのメッセージが映し出されていた巨大モニターのモデルでもあり、作中では「Natural Vision GINZA」となっていました。				シブヤク	ア	13	10	2		1
0008	0021	完了	東京都	渋谷区	JR 渋谷駅	150-0043	東京都渋谷区道玄坂1-1-1		35.658611	139.701111	"https://www.google.co.jp/maps/@35.659461,139.700512,3a,75y,142.32h,105.41t/data=!3m4!1e1!3m2!1s-7OHzi53m3AByITrltFhuw!2e0"	17		120	2.1		THE iDOLM@STER	アイドルマスター	第14話冒頭で天海春香の乗る山手線が入って来た2番線ホームが描かれていました。				シブヤク	ア	13	10	2		1
0008	0022	完了	東京都	渋谷区	SHIBUYA109	150-0043	東京都渋谷区道玄坂2-29-1		35.659576	139.698953	"https://www.google.co.jp/maps/@35.659464,139.699335,3a,75y,292.59h,121.25t/data=!3m4!1e1!3m2!1sCAoSLEFGMVFpcE0xVHNBQTNsNnU5anl6T1JJQXNRRjNqT1ZWaS1Vd1ZTdnFsOThk!2e0"	17		120	1.3		THE iDOLM@STER	アイドルマスター	第12話で、「竜宮小町」に入れないと知ってやる気をなくした星井美希が遊んでいた渋谷のカットで描かれていたビル。				シブヤク	ア	13	10	2		0
0008	0023	完了	東京都	渋谷区	ナムコランド渋谷店	150-0043	東京都渋谷区道玄坂2-29-11		35.65941	139.697854	-	18		0			THE iDOLM@STER	アイドルマスター	第12話で、「竜宮小町」に入れないと知ってやる気をなくした星井美希がプリクラを撮っていたゲームセンター。<br />※2012年4月2日に閉店してしまいました。				シブヤク	ア	13	10	2	閉店	3
0008	0024	完了	東京都	渋谷区	代々木公園	151-0052	東京都渋谷区代々木神園町		35.671292	139.695827	"https://www.google.co.jp/maps/@35.6712554,139.6960164,3a,75y,195.39h,88.27t/data=!3m5!1e1!3m3!1sJfAcBsH_WHnRogVt5fKnlg!2e0!3e5"	17		120	3		THE iDOLM@STER	アイドルマスター	第12話で「竜宮小町」に入れないと知ってやる気をなくした星井美希が、「765プロ」に戻るよう説得するプロデューサーに、本当のアイドルにしてくれるよう約束していた中央広場の池に架かる橋。				シブヤク	ア	13	10	2		5
0008	0025	完了	東京都	目黒区	旧前田侯爵家駒場本邸	153-0041	東京都目黒区駒場4-3-55	目黒区立駒場公園内	35.66213	139.680154		16.0				03-5320-6862 	THE iDOLM@STER	アイドルマスター	第9話で「竜宮小町」主演のドラマの舞台となった洋館の内装モデル。外観は鳩山会館、さらに内装の一部はベーリックホールのものがモデルともなっています。				メグロク	ア	13	23	2		4
0008	0026	完了	東京都	新宿区	JR 新宿駅 西口	160-0022	東京都新宿区新宿3		35.691511	139.699224		16.0					THE iDOLM@STER	アイドルマスター	第11話で、終電を逃して帰れなくなった天海春香と、春香を泊めることになった如月千早の2人を、プロデューサーが見送った駅。<br />新宿西口のカットで小田急百貨店本館からユニクロあたりまでが描かれていました。				シンジュクク	ア	13	11	2		1
0008	0027	完了	東京都	新宿区	ABC MART 新宿本店	160-0022	東京都新宿区新宿3-18-2		35.692206	139.702287	"https://www.google.co.jp/maps/@35.692196,139.701858,3a,75y,92.19h,111.9t/data=!3m4!1e1!3m2!1sh5TfdApa8h6wi1UrD2SjXQ!2e0"	16.0				 03-5363-6302	THE iDOLM@STER	アイドルマスター	第23話で、菊地真が出演した学園ドラマが巨大モニターに映し出されていました。<br />作中では店名が「BN-MART」になっていました。				シンジュクク	ア	13	11	2		1
0008	0028	完了	東京都	新宿区	新宿ステーションスクエア	160-0022	東京都新宿区新宿3-38		35.692135	139.701224	"https://www.google.co.jp/maps/@35.692376,139.701135,3a,75y,190.56h,99.63t/data=!3m4!1e1!3m2!1s9Jd4Ujov_oGrKBgPJIXQFg!2e0"	16.0					THE iDOLM@STER	アイドルマスター	第23話で天海春香が赤坂のTBS放送センター（作中では「BBS」）から新宿のスタジオにタクシーで向かうシーンで描かれていました。				シンジュクク	ア	13	11	2		1
0008	0029	完了	東京都	新宿区	新宿大ガード西交差点	160-0023	東京都新宿区西新宿1-3		35.693387	139.699044		16.0					THE iDOLM@STER	アイドルマスター	第11話で、新曲のレッスンを終えた「竜宮小町」を除く「765プロ」所属アイドルメンバーが、重い気持ちで信号待ちをしていた交差点。<br />ちなみにプリンスホテルが描かれているカットの青梅街道の案内板は、作中ではナムコだけに「那婿街道」になっていました。				シンジュクク	ア	13	11	2		2
0008	0030	完了	東京都	新宿区	新都心歩道橋	160-0023	東京都新宿区西新宿7		35.693008	139.696848	"https://www.google.co.jp/maps/@35.6934097,139.696992,3a,75y,194.77h,104.34t/data=!3m4!1e1!3m2!1semI3K8yx3lEM2EDP0cEFhQ!2e0"	17.0					THE iDOLM@STER	アイドルマスター	第23話で、新宿のスタジオでのNEW YEAR コンサートの合同練習の帰りに、天海春香と如月千早が歩いていた歩道橋。みんなのスケジュールが合わずにちっとも合同練習ができず、気持ちが沈んでいく春香のみで事務所とスタジオを行き来するシーンでさらに2回登場します。				シンジュクク	ア	13	11	2		2
0008	0031	完了	東京都	新宿区	慶應義塾大学病院	160-8582	東京都新宿区信濃町35		35.681444	139.718059	"https://www.google.co.jp/maps/@35.6804878,139.719412,3a,75y,302.78h,96.19t/data=!3m4!1e1!3m2!1say1mSaKhvcWIqHq6pKLRKw!2e0"	14.0				03-3353-1211	THE iDOLM@STER	アイドルマスター	第20話で、「961プロ」の流したスクープのショックで声の出なくなってしまった如月千早が診察を受けた病院。	http://www.hosp.keio.ac.jp/	http://www.hosp.keio.ac.jp/		シンジュクク	ア	13	11	2		3
0008	0032	完了	東京都	新宿区	新宿村スタジオ 前	169-0074	東京都新宿区北新宿2-1-8		35.696863	139.689271		16.0				03-3361-5376	THE iDOLM@STER	アイドルマスター	第23話で、赤坂のTBS放送センターからタクシーで移動してきた天海春香が下車していた場所。何もないのに躓いて転びそうになっていました。	http://www.shinjukumura.co.jp/	http://www.shinjukumura.co.jp/		シンジュクク	ア	13	11	2		2
0008	0033	完了	東京都	新宿区	新宿村スタジオ 松本ビル二号	169-0074	東京都新宿区北新宿2-1-8		35.697014	139.689552		17.0				03-3361-5376	THE iDOLM@STER	アイドルマスター	第18話、第23話で登場した新宿村スタジオのビル。第18話では竜宮小町のダンスレッスンのカット。第23～24話ではNEW YEARコンサートの全体練習の場として描かれていました。				シンジュクク	ア	13	11	2		3
0008	0036	完了	東京都	杉並区	西郊ロッヂング	167-0051	東京都杉並区荻窪3-38-9		35.703036	139.625292	"https://www.google.co.jp/maps/@35.703159,139.62529,3a,75y,171.71h,100.14t/data=!3m4!1e1!3m2!1sJKbw9KMTK4yHisDdY-Migw!2e0"	17.0				 03-3391-0606	THE iDOLM@STER	アイドルマスター	第1話で、インタビューに答えながら歩いていた三浦あずさが道に迷い、「ここはどこでしょうか？」と言っていた場所。				スギナミク	ア	13	12	2		1
0008	0037	完了	東京都	練馬区	石神井公園 ベンチ	177-0045	東京都練馬区石神井台1-26-1		35.73792	139.597923	"https://www.google.co.jp/maps/@35.737894,139.597889,3a,75y,27.99h,76.87t/data=!3m5!1e1!3m3!1sZhxpWId_oEQtt70JzwlPzA!2e0!3e5"						THE iDOLM@STER	アイドルマスター	第1話の三浦あずさのインタビューシーンであずさが座っていたベンチ。				ネリマク	ア	13	20	2		1
0008	0038	完了	東京都	調布市	大町橋	182-0007	東京都調布市菊野台2		35.649463	139.565243		15.0					THE iDOLM@STER	アイドルマスター	第7話の夕焼けカットで、この橋から野川上流方面を望んだ景色が描かれていました。				チョウフシ	ア	13	36	2		1
0008	0039	完了	東京都	調布市	上ノ原小学校 校門	182-0014	東京都調布市柴崎2-26-1		35.663189	139.564032	"https://www.google.co.jp/maps/@35.663158,139.5640021,3a,75y,352.77h,91.49t/data=!3m4!1e1!3m2!1saYjEKSLZeDMeMz0qknhgGg!2e0"	15.0				042-485-1271	THE iDOLM@STER	アイドルマスター	第7話で、高槻やよいが弟の高槻長介を探しに来て門から覗き込んでいた小学校。	http://members.jcom.home.ne.jp/uenohara-sho/	http://members.jcom.home.ne.jp/uenohara-sho/		チョウフシ	ア	13	36	2		3
0008	0040	完了	東京都	調布市	祇園寺通り	182-0016	東京都調布市佐須町2-8		35.657654	139.555023	"https://www.google.co.jp/maps/@35.6574873,139.5549509,3a,75y,14.7h,84.7t/data=!3m4!1e1!3m2!1sk_9rKbawtCbXfO3aKxBe-A!2e0"	16.0					THE iDOLM@STER	アイドルマスター	第7話で、高槻やよいの弟・高槻長介がいなくなったことを聞いて駆けつけてきたプロデューサーが、大橋で落ち合うやよいと我那覇響を見つけ、タクシーから降りた場所。				チョウフシ	ア	13	36	2		3
0008	0041	完了	東京都	調布市	大橋	182-0016	東京都調布市佐須町3		35.657475	139.554943	"https://www.google.co.jp/maps/@35.6574024,139.5548883,3a,75y,329.66h,87.31t/data=!3m4!1e1!3m2!1svTEO-d5-iTRgJ71iZ9NGVQ!2e0"	15.0					THE iDOLM@STER	アイドルマスター	第7話で、高槻やよいの弟・高槻長介を探しているやよいと我那覇響が落ち合っていた橋。				チョウフシ	ア	13	36	2		3
0008	0042	完了	東京都	調布市	細田橋	182-0016	東京都調布市佐須町4		35.655662	139.557354	"https://www.google.co.jp/maps/@35.6557169,139.5574103,3a,75y,218.37h,89.86t/data=!3m4!1e1!3m2!1sazyhAfYAiQs9U3npVgM2lg!2e0"	15.0					THE iDOLM@STER	アイドルマスター	第7話で、高槻やよいの家に向かう高槻やよい、我那覇響、水瀬伊織が渡っていた橋。<br />探していたやよいの弟・高槻長介が見つかり、帰る水瀬伊織、我那覇響、プロデューサーの3人が渡っていたのもこの橋でした。				チョウフシ	ア	13	36	2		3
0008	0043	完了	東京都	調布市	民家	182-0016	東京都調布市佐須町4		35.657139	139.558332	"https://www.google.co.jp/maps/@35.657196,139.5582585,3a,75y,172.35h,88.81t/data=!3m4!1e1!3m2!1sXYE6wConH12TTENyAPJ_Eg!2e0"	16.0					THE iDOLM@STER	アイドルマスター	第7話の高槻やよいの家への道のカットで描かれていた鉄パイプが組まれた特徴的な民家。				チョウフシ	ア	13	36	2		0
0008	0044	完了	東京都	調布市	住宅地	182-0016	東京都調布市佐須町4		35.659005	139.55954	"https://www.google.co.jp/maps/@35.6590279,139.5594694,3a,75y,119.2h,91.64t/data=!3m4!1e1!3m2!1sArRcKxjXpforNWOc_heL1w!2e0"						THE iDOLM@STER	アイドルマスター	第7話で、高槻家を訪れた水瀬伊織がシャボン玉で遊んでいた場所。<br />同話で高槻やよいの弟高槻長介を探しに行くやよいと我那覇響が駆けていくシーンも同じ場所でした。				チョウフシ	ア	13	36	2		3
0008	0045	完了	東京都	調布市	佐須公園	182-0016	東京都調布市佐須町4		35.659357	139.558781	"https://www.google.co.jp/maps/@35.6593384,139.558426,3a,75y,71.85h,83.34t/data=!3m4!1e1!3m2!1s9gVpUJvgcPIGbGYgATOtgg!2e0"	16.0					THE iDOLM@STER	アイドルマスター	第7話で、我那覇響が高槻やよいの弟高槻長介を探していた場所。				チョウフシ	ア	13	36	2		3
0008	0046	完了	東京都	調布市	民家	182-0016	東京都調布市佐須町4-62		35.65918	139.559344	"https://www.google.co.jp/maps/@35.6590279,139.5594694,3a,75y,312.41h,93.13t/data=!3m4!1e1!3m2!1sArRcKxjXpforNWOc_heL1w!2e0"	16.0					THE iDOLM@STER	アイドルマスター	第7話に登場した高槻やよいの家のある場所。実際の建物は廃墟となっており、作画のような家ではありません。ちなみに斜め向かいに「コーポやよい」というアパートがあります。				チョウフシ	ア	13	36	2		4
0008	0047	完了	東京都	調布市	祠	182-0016	東京都調布市佐須町4-61		35.659255	139.559709	"https://www.google.co.jp/maps/@35.6593348,139.559682,3a,75y,163.74h,85.9t/data=!3m4!1e1!3m2!1s6AV6ymPqicse0EvvQBfspg!2e0"	17.0					THE iDOLM@STER	アイドルマスター	第7話の高槻やよいの家へ行くカットで描かれていた林の中の祠。				チョウフシ	ア	13	36	2		0
0008	0048	完了	東京都	調布市	ガスト国領駅前店	182-0022	東京都調布市国領町2-5-15		35.650636	139.557362	"https://www.google.co.jp/maps/@35.6506719,139.5569454,3a,75y,111.45h,96.57t/data=!3m4!1e1!3m2!1sSpxT3gN_7Me3BHyb83d0Ow!2e0"	16.0				042-440-1281	THE iDOLM@STER	アイドルマスター	第7話で高槻やよい、我那覇響、水瀬伊織が夕飯の買い物をしたやよい行けつけの庶民のスーパー「スーパーラッキー」のモデル。	http://sp.chizumaru.com/dbh/skylark/detailmap.aspx?account=skylark&accmd=0&arg=&c1=&c2=0&c3=&c4=&c5=&c6=&c7=&c8=&c9=&c10=&c11=&c12=&c13=&c14=&c15=&c16=&c17=&c18=&c19=&c20=&c21=&c22=&c23=&c24=&c25=&c26=&c27=&c28=&c29=&c30=&mode=12&key=%8D%91%97%CC&pg=1&adr=&orgpg=1&comp=5&bid=018790	http://sp.chizumaru.com/dbh/skylark/detailmap.aspx?account=skylark&accmd=0&arg=&c1=&c2=0&c3=&c4=&c5=&c6=&c7=&c8=&c9=&c10=&c11=&c12=&c13=&c14=&c15=&c16=&c17=&c18=&c19=&c20=&c21=&c22=&c23=&c24=&c25=&c26=&c27=&c28=&c29=&c30=&mode=12&key=%8D%91%97%CC&pg=1&adr=&orgpg=1&comp=5&bid=018790		チョウフシ	ア	13	36	2		4
0008	0049	完了	東京都	調布市	横断歩道	182-0022	東京都調布市国領町3-1		35.650146	139.558965	"https://www.google.co.jp/maps/@35.6501686,139.5589467,3a,75y,218.64h,76.19t/data=!3m4!1e1!3m2!1seGXkxO2k289GEWFVFEqoOQ!2e0"	16.0					THE iDOLM@STER	アイドルマスター	第7話で、高槻やよいの弟・高槻長介を探しているプロデューサーが水瀬伊織からの電話を受けていた横断歩道。				チョウフシ	ア	13	36	2		2
0008	0050	完了	東京都	調布市	いくら屋 国領駅前店	182-0022	東京都調布市国領町3-1-39		35.650163	139.559149	"https://www.google.co.jp/maps/@35.6501997,139.5589224,3a,75y,115.83h,90.15t/data=!3m4!1e1!3m2!1sR3OT9TOe_-db-sE3FVe28g!2e0"	16.0					THE iDOLM@STER	アイドルマスター	第7話で、プロデューサーが、シャッターを下ろそうとしていた店主に高槻やよいの弟高槻長介を見ていないか聞いていた店のモデル。<br />作中では店名が「たくら屋」になっていました。<br />※閉店済。				チョウフシ	ア	13	36	2	閉店	3
0008	0051	完了	東京都	調布市	ローソン 調布国領八丁目	182-0022	東京都調布市国領町8-4		35.648977	139.565095	"https://www.google.co.jp/maps/@35.6489737,139.5648715,3a,75y,106.87h,87.31t/data=!3m4!1e1!3m2!1s71Ijd0mebj2PbhpSfFXnuw!2e0"	16.0				042-489-5621	THE iDOLM@STER	アイドルマスター	第7話で、高槻やよいが店員に弟の長介を見ていないか聞いていたコンビニ。				チョウフシ	ア	13	36	2		3
0008	0052	完了	神奈川県	横浜市	パシフィコ横浜 国立大ホール	220-0012	神奈川県横浜市西区みなとみらい1-1-1		35.458675	139.637364	"https://www.google.co.jp/maps/@35.459234,139.638071,3a,75y,225.38h,114.37t/data=!3m5!1e1!3m3!1sI0D-zIGuiFfVBB_GYJf37w!2e0!3e5"	13.0				045-221-2155	THE iDOLM@STER	アイドルマスター	第25話で「765プロ」のセカンドライブ「ALL STARS LIVE 2nd NEW YEAR LIVE いつまでも、どこまでも！」が開催された会場。	http://www.pacifico.co.jp/			ヨコハマシ	ア	14	1	2		5
0008	0053	完了	神奈川県	横浜市	横浜みなとみらい21 大テント会場	220-0012	神奈川県横浜市西区みなとみらい4-4		35.459481	139.627433		15.0					THE iDOLM@STER	アイドルマスター	第8話で三浦あずさが、元気のなくなったゾウとキリンに活力を与えていたサーカスのモデル。作中では「KINOUE CIRCUS」となっていました。2005年に横浜開港150周年記念ポップサーカス横浜公演が行われたテント会場で、残念ながらみなとみらい21が終了し、現在は撤去済です。				ヨコハマシ	ア	14	1	2		
0008	0054	完了	神奈川県	横浜市	サークルウォーク	231-0001	神奈川県横浜市中区新港2-3		35.453714	139.640709	"https://www.google.co.jp/maps/@35.453453,139.640822,3a,75y,346.57h,102.25t/data=!3m4!1e1!3m2!1seISa4MPdhmApvSUZDcDonQ!2e0?hl=ja"	16.0					THE iDOLM@STER	アイドルマスター	第8話でタクシー乗り場を探して三浦あずさが歩いていた歩道橋。ここで腹痛の占い師に辻占いの店番を任されます。				ヨコハマシ	ア	14	1	2		
0008	0055	完了	神奈川県	横浜市	よこはまコスモワールド	231-0001	神奈川県横浜市中区新港2-8-1		35.455317	139.636777	"https://www.google.co.jp/maps/@35.455861,139.637503,3a,75y,224.86h,120.14t/data=!3m4!1e1!3m2!1srIaJsA7OJemr5VEc3uu3Qw!2e0?hl=ja"	16.0				045-641-6591	THE iDOLM@STER	アイドルマスター	第8話で三浦あずさがタクシーの列と間違えて並んで乗ってしまった観覧車。しかしこれが幸を奏し、拾った指輪の持ち主を発見することができました。				ヨコハマシ	ア	14	1	2		
0008	0056	完了	神奈川県	横浜市	赤レンガ倉庫	231-0001	神奈川県横浜市中区新港1-1		35.452525	139.643857	"https://www.google.co.jp/maps/@35.452546,139.644019,3a,75y,299.05h,100.35t/data=!3m5!1e1!3m3!1sTFtXD6mCMLy-h8pPeabb2A!2e0!3e5?hl=ja"	16.0				045-227-2002	THE iDOLM@STER	アイドルマスター	第8話で三浦あずさが倉庫を背景に外国人観光客たちと記念撮影をしていた場所。	http://www.yokohama-akarenga.jp/			ヨコハマシ	ア	14	1	2		
0008	0057	完了	神奈川県	横浜市	汽車道	231-0001	神奈川県横浜市中区新港2		35.453161	139.637223	"https://www.google.co.jp/maps/@35.453175,139.637099,3a,75y,98.62h,92.18t/data=!3m5!1e1!3m3!1s1NHlyniu8V6KItft-bH_Iw!2e0!3e5?hl=ja"	14.0					THE iDOLM@STER	アイドルマスター	第8話で三浦あずさが泣いていた赤ちゃんをあやしていた場所。				ヨコハマシ	ア	14	1	2		
0008	0058	完了	神奈川県	横浜市	山下臨港線プロムナード	231-0002	神奈川県横浜市中区海岸通		35.448677	139.643931		16.0					THE iDOLM@STER	アイドルマスター	第8話で三浦あずさが指輪の落とし主を追いかけて走っていた道。あずさを追いかけてきた菊池真とプロデューサー、さらに何故か真に店を壊された店主や、あずさを追いかけて来たゾウ、キリンや野次馬の群衆までもが追いかけてこの道を埋め尽くしていました。				ヨコハマシ	ア	14	1	2		
