作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0270	0057	完了	東京都	大田区	赤茶色のトタン壁の民家 前	145-0072	東京都大田区田園調布本町18-5		35.586054	139.676307	"https://www.google.co.jp/maps/@35.5860504,139.6763217,3a,90y,245.97h,91.04t/data=!3m6!1e1!3m4!1sVWmNkPiEAoYwF2mLrFpkrw!2e0!7i16384!8i8192"				1		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第10話で、藤林椋から安いアパートの情報を聞いてひとり暮らしをする目処を見つけた岡崎朋也が、人手不足だと話していた芳野祐介の元へ走っていた場所。<br />朱いトタン壁の民家の前を走る姿が民家前の細い路地から望む構図で描かれていましたが、民家は解体済。				オオタク	ク	13	5	2	解体	
0270	0070	完了	東京都	大田区	VILLA本町駐車場奥の民家	145-0072	東京都大田区田園調布本町18-7		35.585750	139.676205	"https://www.google.co.jp/maps/@35.5858466,139.6764106,3a,35.7y,253.19h,101.09t/data=!3m6!1e1!3m4!1sEl745cPz0Y1nXIBvlX7ClA!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第11話の、車での移動中の岡崎朋也が作業記録用に撮影された写真を見ていたシーンで、デジカメの画面に映し出されていた場所の一つ②。<br />※以前は道路から建物正面が望めましたが、建物と道路の間にあったVILLA本町駐車場に住宅が建設されたために、住宅の裏に隠れてしまいました。				オオタク	ク	13	5	2		
0270	0008	完了	東京都	大田区	さくら坂（桜橋の下付近）	145-0072	東京都大田区田園調布本町19		35.58566	139.675138	"https://www.google.co.jp/maps/@35.5854833,139.6749693,3a,34y,43.86h,94.34t/data=!3m6!1e1!3m4!1sa3hPNwPaQo-W03faz28yDg!2e0!7i13312!8i6656?hl=ja"	17		120	1.5		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	オープニングで、「キャラクター原案　樋山いたる」がテロップされているカットで、古河渚が歩いている姿描かれていた場所。				オオタク	ク	13	5	2		
0270	0039	完了	東京都	大田区	さくら坂交差点	145-0072	東京都大田区田園調布本町19		35.585189	139.674782	"https://www.google.co.jp/maps/@35.5852479,139.6745874,3a,40y,112.46h,94.01t/data=!3m6!1e1!3m4!1sktFtf24mvCbYza0Iw341Tg!2e0!7i13312!8i6656"	17		120	2		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第1話で、春原陽平の偽装カップルの相手探しが解決しないままの学校帰りに、岡崎朋也と陽平を残し、古河渚が申し訳無さそうに別れていました。<br />番外編「一年前の出来事」で、学校帰りの渚が、一緒に服を見に行った帰りに木村たちと別れていたのも、この交差点でした。<br />エンディング冒頭カットで描かれていた錆びついた歩行者用信号機は、この交差点のものですが、すでに新しいものに取り替えられて現在はありません。<br />エンディングの別カットでは、本編と同じ交差点全景が描かれていました。				オオタク	ク	13	5	2		
0270	0059	完了	東京都	大田区	横山自転車脇の電信柱	145-0076	東京都大田区田園調布南22		35.581351	139.675728	"https://www.google.co.jp/maps/@35.5814459,139.6757788,3a,62.3y,189.32h,99.75t/data=!3m6!1e1!3m4!1sES-VPE2PRocdSxm_QMNWag!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第11話で、岡崎朋也が芳野祐介の助手として作業を手伝っていた電信柱。作業記録の写真撮影をしているところへ、朋也の父・岡崎直幸の元同僚・木下と遭遇していました。<br />※画面手前に描かれていた1階が水色、2階が黄色に塗り分けられている民家は解体されて駐車場になっています。				オオタク	ク	13	5	2		
0270	0009	完了	東京都	大田区	交差点（濱蝶本店前）	145-0072	東京都大田区田園調布本町29		35.583118	139.673135	"https://www.google.co.jp/maps/@35.5832243,139.673205,3a,69.1y,168.04h,89.15t/data=!3m6!1e1!3m4!1sB_5jZhrOjZquG-hvRMk7zA!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第2話で、春原陽平と古河早苗のデートに随行する岡崎朋也、古河渚、春原芽衣の3人が渡っていた交差点。<br />朋也が渚に「ここって何が建ってたっけ？」と聞いていましたが、第1期で何度も登場していた古い建物のことを指しており、実際の建物も作中通り取り壊されて駐車場となっています。<br />※駐車場はその後、アパートになっています。				オオタク	ク	13	5	2		
0270	0071	完了	東京都	大田区	東急電鉄多摩川線沿いの民家	145-0072	東京都大田区田園調布本町34		35.585323	139.670644	"https://www.google.co.jp/maps/@35.5854359,139.6705975,3a,19y,160.04h,87.66t/data=!3m6!1e1!3m4!1svCDl1N8VH_oqi9xVuskJUQ!2e0!7i13312!8i6656"				5		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第11話の、車での移動中の岡崎朋也が作業記録用に撮影された写真を見ていたシーンで、デジカメの画面に映し出されていた場所の一つ③。				オオタク	ク	13	5	2		
0270	0007	完了	東京都	大田区	沼部橋下のトンネル	145-0072	東京都大田区田園調布本町40		35.586155	139.670334	"https://www.google.co.jp/maps/@35.5862734,139.6701982,3a,60.7y,113.72h,97.45t/data=!3m6!1e1!3m4!1sFWRVhmiAW0hyhLMN4G5xDQ!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第7話で、姉を探す勇を宮沢有紀寧の案内で姉のいるバーに案内した帰りの岡崎朋也一行が、春原陽平を不良グループのリーダーである宮沢和人と間違えた対立グループの不良たちに囲まれていた場所。トンネルの中に逃げ込む一行を追う不良たちは、界隈の見廻り中に偶然通りかかった坂上智代によって一蹴されていました。				オオタク	ク	13	5	2		
0270	0072	完了	東京都	大田区	沼部橋	145-0072	東京都大田区田園調布本町40		35.586138	139.670355	"https://www.google.co.jp/maps/@35.5862734,139.6701982,3a,20.4y,128.94h,102.91t/data=!3m6!1e1!3m4!1sFWRVhmiAW0hyhLMN4G5xDQ!2e0!7i13312!8i6656"				4.5		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第11話の、車での移動中の岡崎朋也が作業記録用に撮影された写真を見ていたシーンで、デジカメの画面に映し出されていた場所の一つ①。<br />橋の下の道から望む橋の側面が描かれていました。				オオタク	ク	13	5	2		
0270	0010	完了	東京都	大田区	さくら坂上交差点	145-0072	東京都大田区田園調布本町46		35.586626	139.67579	"https://www.google.co.jp/maps/@35.5866211,139.6758486,3a,33.2y,320.24h,106.49t/data=!3m6!1e1!3m4!1sGBKA1BHLGA2yoCL4wQbujg!2e0!7i13312!8i6656?hl=ja"	17		120	2.3		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第17話冒頭の岡崎朋也のモノローグシーンの灰色の町のカットの一つで、交差点から北西側の田園調布通りのゲートを望む構図で描かれていました。<br />作中では、田園調布通りは「光坂上通り」に、右端に描かれていた芝銀行田園調布支店の看板の文字は「光坂銀行」に変えられていました。<br />※田園調布通りのゲートは撤去済。				オオタク	ク	13	5	2		
0270	0052	完了	東京都	大田区	民家（岡崎家のモデル）	145-0072	東京都大田区田園調布本町54		35.586609	139.678951	"https://www.google.co.jp/maps/@35.5866783,139.6789664,3a,42y,150.02h,80.67t/data=!3m6!1e1!3m4!1sXacrmo1SJwxZnXbD1JhF_Q!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	岡崎朋也の家のモデル。<br />第19話で、岡崎朋也が岡崎汐を連れて父・岡崎直幸に会いに落とすれていました。<br />周囲の建物もほぼ忠実に描かれていましたが、向かい側の民家はマンション（セジョリ田園調布）に建て変わってしまいました。				オオタク	ク	13	5	2		
0270	0011	完了	東京都	大田区	太田図書館前の横断歩道	145-0076	東京都大田区田園調布南25		35.581465	139.675841	"https://www.google.co.jp/maps/@35.5814312,139.6758197,3a,67y,42.1h,88.74t/data=!3m6!1e1!3m4!1sRMeG2puhHylALsuYpc3zqw!2e0!7i16384!8i8192?hl=ja"	18		120	3		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	DVD第5巻の初回限定版ジャケットイラストで、杉坂と仁科りえの2人が渡っている横断歩道。				オオタク	ク	13	5	2		
0270	0058	完了	東京都	大田区	民家の階段前	145-0076	東京都大田区田園調布南26		35.581803	139.677079	"https://www.google.co.jp/maps/@35.5816957,139.6770966,3a,25.8y,336.99h,98.45t/data=!3m6!1e1!3m4!1s0YvGH6V2iER9I-rwBRWZow!2e0!7i13312!8i6656"				4		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第10話で、岡崎朋也が電柱工事をしていた芳野祐介と遭遇していた場所で、商店街で藤林椋から安いアパートの情報を聞いてひとり暮らしをする目処を見つけた朋也が、ここへ走って戻って来て、芳野が勤めている会社で働かせて欲しいと頼み込んでいました。<br />作中では夕陽の照らされてオレンジ色に描かれていた黄色いアパート（メルシー田園調布）は解体されて、民家に建て替えられています。<br />芳野の背後には東急ドエルアルス田園調布南も描かれていました。				オオタク	ク	13	5	2		
0270	0060	完了	東京都	大田区	おもちゃ箱	145-0076	東京都大田区田園調布南26-12		35.581840	139.676549	"https://www.google.co.jp/maps/@35.5818816,139.6764265,3a,36y,115.45h,103.93t/data=!3m6!1e1!3m4!1szrG9Hl4qxr05tP50xVSbCQ!2e0!7i16384!8i8192"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第11話の、車での移動中の岡崎朋也が作業記録用に撮影された写真を見ていたシーンで、デジカメの画面に映し出されていた場所の一つ⑤。				オオタク	ク	13	5	2		
0270	0048	完了	東京都	世田谷区	筑波大学附属駒場中学・高等学校	154-0001	東京都世田谷区池尻4-7-1		35.655004	139.680803	"https://www.google.co.jp/maps/@35.6556149,139.6812465,3a,28.1y,197.54h,93.03t/data=!3m6!1e1!3m4!1s_ZLJnu-iGgZNW7nTpHE9Og!2e0!7i13312!8i6656"				4		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	岡崎朋也たちの通う「私立光坂高校」の校舎モデル。立地は、瑞穂ビューパークにある設定となっています。				セタガヤク	ク	13	14	2		
0270	0042	完了	東京都	新宿区	早大南門通りのビル郡	169-0051	東京都新宿区西早稲田1-1		35.707376	139.719561	"https://www.google.co.jp/maps/@35.7074121,139.7195973,3a,35.3y,216.37h,112.63t/data=!3m6!1e1!3m4!1spOO_437njbVHsC2J1Ll1ng!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第3話の岡崎朋也と春原芽衣のデートシーンの冒頭カットで、商店街の街頭越しに永田ビル、早稲田高等学校二号館、三朝庵ビルなどの建物が描かれていました。<br />作中では、この通りは第１期でも同じく、「楽市通り」という名前で羽村駅前にある商店街という設定になっています。				シンジュクク	ク	13	11	2		
0270	0104	完了	東京都	新宿区	早大南門通り	169-0051	東京都新宿区西早稲田1-1		35.707325	139.719570	"https://www.google.co.jp/maps/@35.7072576,139.719516,3a,15y,27.42h,90.1t/data=!3m6!1e1!3m4!1sayWNVdLZcpJHKAzEiuJ_1g!2e0!7i13312!8i6656?hl=ja"				5		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第21話のクリスマスシーズンの商店街のカットで、座標地点辺りから北側を望む構図で、商店街の通りや左右に建ち並ぶ店々が描かれていました。				シンジュクク	ク	13	11	2		
0270	0045	完了	東京都	新宿区	資格の大原 早稲田校	169-0051	東京都新宿区西早稲田1-1-1	ヨートー早稲田ビル1F	35.707958	139.720059	"https://www.google.co.jp/maps/@35.7079027,139.720108,3a,61.9y,322.13h,101.41t/data=!3m6!1e1!3m4!1sME3fj6EaWdbwndZ2hPcyMg!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第3話の岡崎朋也と春原芽衣のデートシーンで、芽衣が朋也に2000円のプリンセスクレープをねだっていたクレープ屋の場所のモデル。<br />作中ではビルの外観はそのままに、１階部分のみがクレープ屋「CREPE SWEETS SANDWICHED」に描き変えられていました。				シンジュクク	ク	13	11	2		
0270	0044	完了	東京都	新宿区	尾張屋ビル	169-0051	東京都新宿区西早稲田1-1-3		35.707723	139.719774	"https://www.google.co.jp/maps/@35.7076651,139.7198019,3a,89.8y,327.42h,107.86t/data=!3m7!1e1!3m5!1scxFvgu7xjYK_PqOM2o78GQ!2e0!6s%2F%2Fgeo3.ggpht.com%2Fcbk%3Fpanoid%3DcxFvgu7xjYK_PqOM2o78GQ%26output%3Dthumbnail%26cb_client%3Dmaps_sv.tactile.gps%26thumb%3D2%26w%3D203%26h%3D100%26yaw%3D79.09436%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192"				1		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第3話の岡崎朋也と春原芽衣のデートシーンで、「お兄ちゃん」と呼ばれることの悦楽と理性の間で苦悩する朋也が、この建物の前で「禁止だーっ！」と叫んでいました。				シンジュクク	ク	13	11	2		
0270	0055	完了	東京都	新宿区	ミニミニ 早稲田情報センター	169-0051	東京都新宿区西早稲田1-1-3	藤浦ビル1Ｆ	35.707795	139.719870	"https://www.google.co.jp/maps/@35.7077691,139.7199298,3a,43.6y,301.69h,86.74t/data=!3m6!1e1!3m4!1sI3YOVYZl10KrRyj6QXd-GA!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第10話で、岡崎朋也がひとり暮らしをするための部屋を探して店頭の物件情報を見ていた店。<br />帰りかけたところを、偶然通りかかった藤林姉妹に声をかけられていました。				シンジュクク	ク	13	11	2		
0270	0056	完了	東京都	新宿区	早稲田大学南門 脇	169-0051	東京都新宿区西早稲田1-6		35.708096	139.720325	"https://www.google.co.jp/maps/@35.708074,139.7203459,3a,43.1y,318.31h,87.37t/data=!3m6!1e1!3m4!1sPh85_Tdxr2Dfn1_nmrQoOg!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第10話で、岡崎朋也が、高校卒業後に久しぶりに再会した藤林姉妹とベンチに座って話をしていた場所。<br />実際にはベンチはありませんが、第1期でも、この場所にベンチが描かれていました。				シンジュクク	ク	13	11	2		
0270	0112	完了	東京都	新宿区	早稲田関口ビル	169-0071	東京都新宿区戸塚町1		35.708055	139.720498	"https://www.google.co.jp/maps/@35.7082992,139.7205781,3a,32.8y,207.98h,96.03t/data=!3m6!1e1!3m4!1shgeu3NuOWpdS_IyKDyFmFQ!2e0!7i13312!8i6656?hl=ja"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	番外編「もうひとつの世界 杏編」で、岡崎朋也が藤林杏と遭遇する商店街シーンの冒頭カットで描かれていた建物。<br />※作中に描かれていたam/pm 早稲田大学南門店はファミリーマート となっています。				シンジュクク	ク	13	11	2		
0270	0064	完了	東京都	新宿区	稲穂	169-0071	東京都新宿区戸塚町1-101		35.707578	139.719820	"https://www.google.co.jp/maps/@35.7076264,139.7197708,3a,48y,142.4h,79.7t/data=!3m6!1e1!3m4!1sWtVTREsopMAguHyWwpHwxw!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第11話で、休日に古河秋生が岡崎朋也を「大人の遊びをしようぜ」と言って連れて来た秋生の行きつけのおもちゃ屋の店舗モデル。店のオヤジに用意させていたベンガルオオトカゲのトカーゲくんを受け取っていました。<br />第21話のクリスマスシーズンの商店街のカットでも、この店が描かれていました。<br />第1期で朋也が伊吹風子におたんじょう会セットを買ってあげていた店です。<br />※実際にはラーメン屋で2014年に閉店済。				シンジュクク	ク	13	11	2	閉店	
0270	0043	完了	東京都	新宿区	アシスト・スクールガイド 早大前店	169-0071	東京都新宿区戸塚町1-101-4		35.707607	139.719846	"https://www.google.co.jp/maps/@35.7076469,139.7197762,3a,49.9y,132h,82.54t/data=!3m6!1e1!3m4!1srOql91jU5eXb6KOL1_-g5A!2e0!7i13312!8i6656"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第3話の岡崎朋也と春原芽衣のデートシーンの冒頭カットで、商店街を歩く2人の背景に描かれていた店。作中では「BOOKS HIMANO」という本屋になっていました。				シンジュクク	ク	13	11	2		
0270	0127	完了	東京都	新宿区	武藤ビル	169-0071	東京都新宿区戸塚町1-101-15		35.707646	139.719892	"https://www.google.co.jp/maps/@35.7077045,139.7198568,3a,75y,150.71h,123.03t/data=!3m6!1e1!3m4!1siwrGfYln-ZTKvzLkwnR7hg!2e0!7i13312!8i6656?hl=ja"				2		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	番外編「もうひとつの世界 杏編」のエンディングカットの一つで岡崎朋也と藤林杏、藤林椋の3人が仲良く商店街で遊ぶ姿の背景に描かれていたビル。<br />※当時は作中で描かれていた通りの茶色の外観でしたが、外装工事でクリーム色の塗装に変わってしまいました。				シンジュクク	ク	13	11	2		
0270	0012	完了	東京都	西多摩郡	瑞穂郵便局前の交差点	190-1211	東京都西多摩郡瑞穂町石畑		35.772714	139.356374	"https://www.google.co.jp/maps/@35.7728036,139.3564825,3a,49.7y,203.86h,87.03t/data=!3m6!1e1!3m4!1sJVeAerEtEmL4JW4Z3Qs1eQ!2e0!7i13312!8i6656?hl=ja"				2		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第20話で、丘の上の病院に向かう岡崎汐が渡っていた交差点。<br />第22話で、病院に向かう伊吹風子戸が芳野公子に手を引かれて歩いていたのも同じ交差点でした。				ニシタマグン	ク	13	50	2		
0270	0013	完了	東京都	西多摩郡	瑞穂農芸高校の農場 脇	190-1211	東京都西多摩郡瑞穂町石畑		35.777249	139.362878	"https://www.google.co.jp/maps/@35.7771513,139.3629538,3a,43y,5.41h,90.04t/data=!3m6!1e1!3m4!1sWiLJzYLRou1k1ZjSNOnKCA!2e0!7i13312!8i6656?hl=ja"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	DVD第7巻の初回限定版ジャケットイラストで、手を繋いで歩く伊吹風子と岡崎汐がこちらを振り返っている姿が描かれていた場所。<br />第20話で、2人が丘の上の病院へ行く時の様子を描いたものと思われます。				ニシタマグン	ク	13	50	2		
0270	0067	完了	東京都	西多摩郡	墓地	190-1211	東京都西多摩郡瑞穂町石畑		35.773066	139.361894	-						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第8話のラストで、宮沢有紀寧と岡崎朋也一行に、勢力争いを繰り広げていた両不良グループの面々が墓参りに訪れていた有紀寧の兄・宮沢和人の墓のある墓地。				ニシタマグン	ク	13	50	2		
0270	0101	完了	東京都	西多摩郡	野山北・六道山公園	190-1211	東京都西多摩郡瑞穂町石畑		35.775715	139.366034	"https://www.google.co.jp/maps/@35.7753653,139.3659376,3a,75y,4.74h,69.3t/data=!3m6!1e1!3m4!1s7hkvEH2mF2qmv0j5Oc6Mhw!2e0!7i13312!8i6656?hl=ja"				2		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第20話で、丘の上の病院に向かう岡崎汐が歩いていた山道。<br />第22話で、丘の上の病院に検査に向かう伊吹風子と芳野公子も同じ場所を歩いていました。				ニシタマグン	ク	13	50	2		
0270	0103	完了	東京都	西多摩郡	学校通り（瑞穂町ふれあいセンター付近）	190-1211	東京都西多摩郡瑞穂町石畑		35.773758	139.357020	"https://www.google.co.jp/maps/@35.7736609,139.3570012,3a,39.2y,22.27h,89.81t/data=!3m6!1e1!3m4!1sNQ6ss0kXqWtiZu9z4awjTQ!2e0!7i13312!8i6656?hl=ja"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第21話で、岡崎朋也が古河秋生と一緒に買い出しに出た帰りに、秋生に誘われて一緒に奇跡の丘に向かう2人が歩いていた場所。				ニシタマグン	ク	13	50	2		
0270	0117	完了	東京都	西多摩郡	狭山丘陵通り	190-1211	東京都西多摩郡瑞穂町石畑		35.771959	139.355550	"https://www.google.co.jp/maps/@35.77186,139.3554487,3a,23.8y,37.18h,91.94t/data=!3m6!1e1!3m4!1sgY129Tw2LNtWE62Jk3UJ3g!2e0!7i13312!8i6656"				4		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	番外編「もうひとつの世界 杏編」で、藤林杏と藤林椋が岡崎朋也とのことについて話していた場所。第1期第10話と同じくバス停が描き足されていましたが、実際にはバス停はありません。				ニシタマグン	ク	13	50	2		
0270	0014	完了	東京都	西多摩郡	狭山谷公園　前	190-1211	東京都西多摩郡瑞穂町石畑1970		35.772785	139.356368	"https://www.google.co.jp/maps/@35.7727726,139.3562926,3a,36.1y,70.38h,81.25t/data=!3m6!1e1!3m4!1sEo9XpWLSnnYNN-a1JVhfIg!2e0!7i13312!8i6656?hl=ja"						CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第22話で、検査のために病院へ行くのを何とか逃れようとしていた伊吹風子が、芳野公子が自分の体のことを心配していることを知り、大の字になって「全身解剖して安心して下さい！」と叫んでいた場所。				ニシタマグン	ク	13	50	2		
0270	0040	完了	東京都	西多摩郡	狭山谷公園　藤棚の下のベンチ	190-1211	東京都西多摩郡瑞穂町石畑1948		35.772958	139.356542	"https://www.google.co.jp/maps/@35.7732371,139.3560486,3a,15y,122.48h,90.53t/data=!3m6!1e1!3m4!1sivblOfuk_x7SEAojWWzYhA!2e0!7i13312!8i6656"				5		CLANNAD ～AFTER STORY～	クラナドアフターストーリー	第2話で、岡崎朋也と春原 陽平が古河早苗に、春原芽衣の兄への心配を解消させるための偽装カップルの相手探しに難渋していることを相談していたベンチ。<br />作中ではベンチの数が3つから2つに減らされてます。ベンチのみのモデルで、公園自体は古河パン前の公園（かめのこ児童公園）という設定のようです。				ニシタマグン	ク	13	50	2		
