作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0838	0009	完了	福島県	郡山市	坂道	963-8861	福島県郡山市鶴見坦2-8		37.391485	140.367672	-	17.0		0			未確認で進行形	ミカクニンデシンコウケイ	第4話で家を飛び出した三峰白夜と、白夜を追って行った夜ノ森小紅の2人に、三峰真白が白夜の鞄とコートを持って追いついた坂道。				コオリヤマシ	ミ	7	8	1		
0838	0010	完了	福島県	郡山市	酒蓋緑道	963-8861	福島県郡山市鶴見坦2-13		37.392620	140.365344	-	17.0		0			未確認で進行形	ミカクニンデシンコウケイ	第4話で夜ノ森小紅と三峰白夜と三峰真白の3人が歩いていた道。				コオリヤマシ	ミ	7	8	1		
0838	0011	完了	福島県	郡山市	酒蓋公園	963-8874	福島県郡山市深沢2-291		37.391362	140.368540	-			0			未確認で進行形	ミカクニンデシンコウケイ	第4話で夜ノ森小紅に拒否られたと思い、ショックで家を飛び出した三峰白夜が、ベンチに座って落ち込んでいた公園。	http://www.city.koriyama.fukushima.jp/pcp_portal/PortalServlet?DISPLAY_ID=DIRECT&NEXT_DISPLAY_ID=U000004&CONTENTS_ID=14597			コオリヤマシ	ミ	7	8	1		
0838	0012	完了	福島県	郡山市	麓山公園	963-8876	福島県郡山市麓山1-347		37.394930	140.375205	-	17.0		0			未確認で進行形	ミカクニンデシンコウケイ	第6話で、夜ノ森小紅が恥ずかしさから三峰白夜にバレンタインチョコを渡せないでいたのを、男子生徒たちが義理チョコすら貰えないのは嫌われているからだと話すのを聞いて小紅から嫌われていると勘違いした白夜が、学校帰りに落ち込んでベンチに座っていた公園。	http://www.city.koriyama.fukushima.jp/pcp_portal/PortalServlet;jsessionid=0E1694A1C477D9456F304CC7735D91D6?DISPLAY_ID=DIRECT&NEXT_DISPLAY_ID=U000004&CONTENTS_ID=14828			コオリヤマシ	ミ	7	8	1		
0838	0013	完了	福島県	郡山市	ル・ヴェルジェ 郡山堤下店	963-8878	福島県郡山市堤下町1-75	ヨークタウン郡山堤下内	37.390771	140.37755	-	17.0		0		024-973-7321	未確認で進行形	ミカクニンデシンコウケイ	第5話で夜ノ森家へ向かう三峰白雪が寄り道してお菓子を買っていた店の一つ。<br />※2016年2月28日に閉店済。	http://leverger.jp/shop/tutumishita.html			コオリヤマシ	ミ	7	8	1	閉店	
0838	0014	完了	福島県	会津若松市	JR 会津若松駅	965-0041	福島県会津若松市駅前町1-1		37.508489	139.930090	-						未確認で進行形	ミカクニンデシンコウケイ	第12話で、突然山に帰ってしまった三峰白夜と三峰真白に会いに行くために夜ノ森小紅が三峰家へ向かうシーンで、１番線から４番線（只見線）へと乗り換える小紅の姿が描かれていました。				アイヅワカマツシ	ミ	7	23	1		
0838	0015	完了	福島県	大沼郡	JR 会津川口駅	968-0011	福島県大沼郡金山町大字川口字森ノ上508		37.455214	139.524035	-						未確認で進行形	ミカクニンデシンコウケイ	第12話で、突然山に帰ってしまった三峰白夜と三峰真白に会いに行くために夜ノ森小紅が三峰家へ向かうシーンで利用していた駅。ここからバスで移動していました。				オオヌマグン	ミ	7	25	1		
0838	0016	完了	福島県	大沼郡	国道400号（金山町役場前の交差点）	968-0011	福島県大沼郡金山町大字川口下町		37.453452	139.523376	-						未確認で進行形	ミカクニンデシンコウケイ	第12話で、突然山に帰ってしまった三峰白夜と三峰真白に会いに行くために夜ノ森小紅が三峰家へ向かうシーンで、小紅が乗るバスが通っていた道。				オオヌマグン	ミ	7	25	1		
0838	0017	完了	福島県	大沼郡	川上バス停	968-0014	福島県大沼郡金山町大字玉梨居平		37.405273	139.551885	"https://www.google.co.jp/maps/@37.4052732,139.5518094,3a,20y,97.85h,89.66t/data=!3m6!1e1!3m4!1sm70Ag0hfA5L9ihiV57Kqnw!2e0!7i13312!8i6656"				4.5		未確認で進行形	ミカクニンデシンコウケイ	第12話で、突然山に帰ってしまった三峰白夜と三峰真白に会いに行くために夜ノ森小紅が三峰家へ向かうシーンで、小紅がバスを下車していた停留所。				オオヌマグン	ミ	7	25	1		
0838	0018	完了	福島県	大沼郡	山道	968-0014	福島県大沼郡金山町大字玉梨居平		37.404969	139.552900	"https://www.google.co.jp/maps/@37.4049774,139.5526213,3a,44.6y,94.15h,100.76t/data=!3m6!1e1!3m4!1sVW7BIiAIuOQ7XhoYbs7GqA!2e0!7i13312!8i6656"						未確認で進行形	ミカクニンデシンコウケイ	第12話で、突然山に帰ってしまった三峰白夜と三峰真白に会いに行くために夜ノ森小紅が三峰家へ向かうシーンで、電車とバスを乗り継いでやって来た小紅が、山へと続く雪道を一人で歩いていった場所。				オオヌマグン	ミ	7	25	1		
0838	0021	完了	福島県	大沼郡	第三只見川橋梁	969-7406	福島県大沼郡三島町大字早戸		37.460402	139.615806	-						未確認で進行形	ミカクニンデシンコウケイ	第12話で、突然山に帰ってしまった三峰白夜と三峰真白に会いに行くために夜ノ森小紅が三峰家へ向かうシーンで、小紅が乗る電車が渡っていた鉄橋。				オオヌマグン	ミ	7	25	1		
