作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所２	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順
1294	0017	完了	青森県	青森市	青森空港	030-0155	青森県青森市大字大谷小谷1-5		40.738384	140.688846	"https://www.google.co.jp/maps/@40.7386426,140.6888189,3a,72y,153.57h,101.33t/data=!3m6!1e1!3m4!1saq7W13eEr5ow43DSa5kJ3g!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	駆け落ち旅中の小鳥遊六花と富樫勇太を連れ戻すために丹生谷森夏と凸守早苗が飛行機に乗ってやって来た空港。				アオモリシ	エ	2	1	1
1294	0018	完了	青森県	青森市	青森市観光交流情報センター脇の横断歩道	030-0801	青森県青森市新町1-1		40.828481	140.735499	"https://www.google.co.jp/maps/@40.8285264,140.7355361,3a,45y,255.65h,84.61t/data=!3m6!1e1!3m4!1snmIq0fM41SwrCBqvR8bJ7Q!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	寝台車で青森駅に到着後、小鳥遊六花がいないことに気づいた富樫勇太が、六花を探して駆け渡っていた横断歩道。<br />勇太が六花を探していた場所1。				アオモリシ	エ	2	1	1
1294	0019	完了	青森県	青森市	ファミリーマート 青森駅前店	030-0801	青森県青森市新町1-1-20		40.828135	140.735551	"https://www.google.co.jp/maps/@40.8280944,140.7353841,3a,22.1y,77.61h,88.95t/data=!3m6!1e1!3m4!1souWKNBvAHQRNEjJNvU6YUA!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	寝台車で青森駅に到着後、小鳥遊六花がいないことに気づいた富樫勇太が、六花を探して覗いていたコンビニ。<br />勇太が六花を探していた場所2。				アオモリシ	エ	2	1	1
1294	0020	完了	青森県	青森市	青森駅前公園	030-0801	青森県青森市新町1-2		40.827292	140.734744	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	寝台車で青森駅に到着後、小鳥遊六花がいないことに気づいて探し回る富樫勇太が、GPS対策で電源を切っているとは思いながらも電話をかけてみていた公園。<br />勇太が六花を探していた場所3。				アオモリシ	エ	2	1	1
1294	0021	完了	青森県	青森市	柳町通り（黒滝整形外科前）	030-0801	青森県青森市新町2-8		40.825154	140.745289	"https://www.google.co.jp/maps/@40.8251439,140.7454633,3a,22y,280.23h,89.16t/data=!3m6!1e1!3m4!1svGThDkpAysQoUKXZiZiuNA!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	寝台車で青森駅に到着後、小鳥遊六花がいないことに気づいて探し回る富樫勇太が歩いていた場所。<br />勇太が六花を探していた場所4。				アオモリシ	エ	2	1	1
1294	0022	完了	青森県	青森市	柳町通り（千葉室内ビル前）	030-0801	青森県青森市新町2-8		40.824637	140.745239	"https://www.google.co.jp/maps/@40.824531,140.7455371,3a,40y,285.97h,93.44t/data=!3m6!1e1!3m4!1sj2oK2pDV-oylVgPXyqxGXA!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	寝台車で青森駅に到着後、小鳥遊六花がいないことに気づいて探し回る富樫勇太が歩いていた場所。<br />勇太が六花を探していた場所5。				アオモリシ	エ	2	1	1
1294	0023	完了	青森県	青森市	ねぶたの家 ワ・ラッセ 前	030-0803	青森県青森市安方1-1		40.829392	140.735314	"https://www.google.co.jp/maps/@40.8292591,140.7352477,3a,41y,8.69h,96.56t/data=!3m6!1e1!3m4!1sI-3mfDFdIPLx3AdK9Zn1AA!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	寝台車で青森駅に到着後、小鳥遊六花がいないことに気づいて探し回る富樫勇太が歩いていた場所。<br />勇太が六花を探していた場所6。				アオモリシ	エ	2	1	1
1294	0024	完了	青森県	青森市	JR 青森駅	038-0012	青森県青森市柳川1-1-1		40.828853	140.734801	"https://www.google.co.jp/maps/@40.828532,140.7355416,3a,21y,255.63h,90.53t/data=!3m6!1e1!3m4!1sfMc-O4CKdLGHxCEupwdOfQ!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	駅舎で六花の母親に再会した勇太が、不甲斐なくも六花を見失ってしまったことを詫びて土下座をしていました。<br />六花と勇太の駆け落ち旅その43。				アオモリシ	エ	2	1	1
1294	0025	完了	青森県	青森市	青函連絡船メモリアルシップ八甲田丸	038-0012	青森県青森市柳川1-4-112-15		40.831740	140.736202	"https://www.google.co.jp/maps/@40.8319851,140.7358468,3a,27y,132.52h,98.38t/data=!3m6!1e1!3m4!1sVtwp80TQHmzxz_DpxC_lFg!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	寝台車で青森駅に到着後、小鳥遊六花がいないことに気づいて探し回る富樫勇太が、息を切らせてへたり込んでいた場所。<br />勇太が六花を探していた場所７。				アオモリシ	エ	2	1	1
1294	0026	完了	青森県	東津軽郡	竜飛崎　展望所	030-1711	青森県東津軽郡外ヶ浜町字三厩龍浜		41.258939	140.342436	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	富樫勇太への恋心の拡大と共に「邪王真眼」の力が弱まることに怖れを抱き、勇太のもとから逃げ出した小鳥遊六花が、2人を心配して青森に来ていた五月七日くみんと七宮智音に、どちらを選ぶべきか悩む胸の内を打ち明けていた場所。<br />同じく2人を追って来た丹生谷森夏と凸守早苗を含めたみんなに背中を押される形で、勇太のもとへ走り出していました。<br /><br />※同じ京都アニメーションの作品『CLANNAD ～AFTER STORY～』の聖地として知られる場所です。				ヒガシツガルグン	エ	2	11	1
1294	0027	完了	青森県	東津軽郡	国道339号（龍飛館前）	030-1711	青森県東津軽郡外ヶ浜町字三厩龍浜		41.258125	140.348775	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	富樫勇太が丹生谷森夏から小鳥遊六花がいると教えられた竜飛崎へ向かう富樫勇太が乗るタクシーが走っていた場所。<br />階段国道の上から、東側を望む構図で、海岸沿いの道が描かれていました。				ヒガシツガルグン	エ	2	11	1
1294	0028	完了	青森県	東津軽郡	国道339号（階段国道案内図横）	030-1711	青森県東津軽郡外ヶ浜町字三厩龍浜		41.259502	140.345290	"https://www.google.co.jp/maps/@41.2596332,140.3452472,3a,85y,198.86h,88.26t/data=!3m6!1e1!3m4!1sJ5vKzhTNcnTOJuAswAySCw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	富樫勇太が丹生谷森夏から小鳥遊六花がいると教えられた竜飛崎へ向かう富樫勇太が乗ってきたタクシーを下りていた場所。				ヒガシツガルグン	エ	2	11	1
1294	0029	完了	青森県	東津軽郡	階段国道	030-1711	青森県東津軽郡外ヶ浜町字三厩龍浜		41.259164	140.344555	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	富樫勇太が丹生谷森夏から小鳥遊六花がいると教えられた竜飛崎へ向かう富樫勇太が駆け上がっていた階段。				ヒガシツガルグン	エ	2	11	1
1294	0030	完了	青森県	東津軽郡	国道339号（階段国道脇の道を上っていった場所）	030-1711	青森県東津軽郡外ヶ浜町字三厩龍浜		41.257604	140.345653	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	富樫勇太が丹生谷森夏から小鳥遊六花がいると教えられた竜飛崎へ向かう富樫勇太が、階段国道の脇道を上って国道に出ていた場所。				ヒガシツガルグン	エ	2	11	1
1294	0031	完了	青森県	東津軽郡	公衆トイレ	030-1711	青森県東津軽郡外ヶ浜町字三厩龍浜		41.257682	140.344944	"https://www.google.co.jp/maps/@41.2578271,140.3450399,3a,48y,210.58h,96.68t/data=!3m6!1e1!3m4!1s_2zhtvm3_2jqEX1bP7HeTw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	富樫勇太が丹生谷森夏から小鳥遊六花がいると教えられた竜飛崎へ向かう富樫勇太が、この建物前を必死に走る姿が描かれていました。				ヒガシツガルグン	エ	2	11	1
1294	0032	完了	青森県	東津軽郡	竜飛崎への階段	030-1711	青森県東津軽郡外ヶ浜町字三厩龍浜		41.257443	140.342898	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	丹生谷森夏たちに背中を押されて富樫勇太のもとへ階段を駆け下りる小鳥遊六花が途中で転んでいた場所。				ヒガシツガルグン	エ	2	11	1
1294	0033	完了	青森県	東津軽郡	竜飛崎への階段 前	030-1711	青森県東津軽郡外ヶ浜町字三厩龍浜		41.257615	140.343795	"https://www.google.com/maps/@41.2577269,140.3437942,3a,38.9y,204.34h,94.53t/data=!3m6!1e1!3m4!1sggoGfnRTalTLCpbFBEX8Bw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	丹生谷森夏から居場所を聞いて駆けつけた富樫勇太と、竜飛崎の展望所から、みんなに見送られて駆け下りて来た小鳥遊六花が抱き合っていた場所。				ヒガシツガルグン	エ	2	11	1
1294	0034	完了	東京都	千代田区	マックスガレージ 秋葉原店	101-0021	東京都千代田区外神田3-9-10	町田ビル 1F	35.701492	139.770704	"https://www.google.co.jp/maps/@35.7014345,139.7706796,3a,48.5y,21.32h,88.35t/data=!3m6!1e1!3m4!1sp3kOOg540nuTeNWHlWQE2w!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、秋葉原に繰り出した2人が訪れていた防犯グッズの専門店。<br />作中では店名が「ガーディアン」になっていました。<br />六花と勇太の駆け落ち旅その22。<br />※2018年12月20日閉店済。				チヨダク	エ	13	17	2
1294	0035	完了	東京都	千代田区	中央通り（住友不動産秋葉原ビル前）	101-0021	東京都千代田区外神田3-12		35.699978	139.771237	"https://www.google.co.jp/maps/@35.700233,139.7712884,3a,21.4y,196.48h,91.96t/data=!3m6!1e1!3m4!1s4wp-n0LwNGjRsXxbMEuIAQ!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、秋葉原に繰り出した2人が歩いていた場所。<br />六花と勇太の駆け落ち旅その21。				チヨダク	エ	13	17	2
1294	0036	完了	東京都	千代田区	ファミリーマート 外神田三丁目東店	101-0021	東京都千代田区外神田3-14-3		35.701181	139.770996	"https://www.google.co.jp/maps/@35.7011864,139.7709423,3a,90y,95.42h,90.47t/data=!3m6!1e1!3m4!1sey16rgyhr8SEVtgy78Ptyg!2e0!7i16384!8i8192"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、秋葉原に繰り出した2人が歩く前を、メイドさんが出てくる姿が描かれていたコンビニ。<br />作中では店名が「NANAIRO★MART」になっていました。<br />六花と勇太の駆け落ち旅その24。				チヨダク	エ	13	17	2
1294	0037	完了	東京都	千代田区	武装商店	101-0021	東京都千代田区外神田3-15-7	麻野ビル 3F	35.701681	139.771377	-						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、秋葉原に繰り出した2人が訪れていた武器の専門店。<br />作中では店名が「武器万屋」になっていました。<br />六花と勇太の駆け落ち旅その23。				チヨダク	エ	13	17	2
1294	0038	完了	東京都	千代田区	アキバ田代通り	101-0021	東京都千代田区外神田4-2		35.700273	139.772067	"https://www.google.co.jp/maps/@35.7002803,139.7720938,3a,90y,271.65h,110.87t/data=!3m6!1e1!3m4!1sU9vp1_LA8LKG1G5PhhbWoQ!2e0!7i13312!8i6656"				1		映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅の東京にやって来た2人が繰り出した秋葉原シーンの冒頭カットで、タイトーステーション 秋葉原店、とらのあな秋葉原店Bの屋上ビル看板から道路にパンするカメラワークで、千代田海藻（閉店・解体済）、麺屋きわみ（閉店）の間の路地と路地の両側のビル群が描かれていました。				チヨダク	エ	13	17	2
1294	0039	完了	東京都	千代田区	ドン・キホーテ 秋葉原店	101-0021	東京都千代田区外神田4-3-3		35.700865	139.771771	"https://www.google.co.jp/maps/@35.7009745,139.7717741,3a,55y,181.58h,89.11t/data=!3m6!1e1!3m4!1sNRrXznqRWIjTywPd-OXafw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、六花と秋葉原に繰り出した勇太が、六花へのプレゼントをしようと内緒で指輪を買っていた店のモデル。<br />作中では、「ラ・マンチャ」という店名の激安ジュエリーショップに描き変えられていました。<br />六花と勇太の駆け落ち旅その26。				チヨダク	エ	13	17	2
1294	0040	完了	東京都	千代田区	練成公園	101-0021	東京都千代田区外神田6-11-19		35.703817	139.770683	"https://www.google.co.jp/maps/@35.703677,139.7706697,3a,15y,5.01h,89.16t/data=!3m6!1e1!3m4!1shqR_gFYw8IkB_GzaTge2fA!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、秋葉原に繰り出した2人が休憩していた公園。勇太が六花に、母親に会いに行くことを提案していました。<br />六花と勇太の駆け落ち旅その25。				チヨダク	エ	13	17	2
1294	0041	完了	東京都	港区	東京タワー	105-0011	東京都港区芝公園4-2-8		35.659132	139.745252	"https://www.google.co.jp/maps/@35.6592496,139.7452153,3a,70y,168.22h,118.09t/data=!3m6!1e1!3m4!1sT0SP1FU5qFZ0q06cnAjkcQ!2e0!7i13312!8i6656"				2		映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、台座の前でタワーをバックに六花がポーズを取っている姿が描かれていました。<br />六花と勇太の駆け落ち旅その20。				ミナトク	エ	13	22	2
1294	0042	完了	東京都	港区	六本木ヒルズ 東京シティビュー（屋内 展望台）	106-0032	東京都港区六本木6-10-1	六本木ヒルズ 52F	35.660251	139.729671	"https://www.google.co.jp/maps/@35.6603437,139.7296029,2a,45y,137.48h,80.73t/data=!3m6!1e1!3m4!1sK4g1B5kqexbN4p4yl2-HSw!2e0!7i13312!8i6656"						映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅で、東京にやって来た2人が東京タワーを正面に望む街の景観を眺めながら、行動予定を考えていた場所。<br />六花と勇太の駆け落ち旅その18。				ミナトク	エ	13	22	2
1294	0043	完了	東京都	港区	桜田通り	106-0041	東京都港区麻布台1-11		35.661098	139.743463	"https://www.google.co.jp/maps/@35.6614127,139.743674,3a,15y,201.09h,94.09t/data=!3m6!1e1!3m4!1skx2SHJHzAnsfk962zDnfJw!2e0!7i13312!8i6656"				5		映画 中二病でも恋がしたい！ -Take On Me-	エイガチュウニビョウデモコイガシタイテイクオンミー	小鳥遊六花と富樫勇太の駆け落ち旅の東京にやって来た2人が街に繰り出すシーンの挿入カットで、桜田通りを座標地点の「飯倉」の標識越しに、南側を望遠レンズで望む構図で遠方の飯倉交差点までの桜田通り、ノアビルなどが描かれていました。				ミナトク	エ	13	22	2
