作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0561	0010	完了	北海道	足寄郡	北海道ちほく高原鉄道 分線駅	089-4300	北海道足寄郡陸別町陸別原野分線26-3		43.514419	143.719367		9.0		0			鉄子の旅	テツコノタビ	第13話の北海道旅行で訪れた北海道ちほく高原鉄道ふるさと銀河線の3つ目の下車駅。横見浩彦が命名した「板切駅」の一つで、小さな待合室と板張りのホームがあるだけの駅。※残念ながら2006年4月21日、ふるさと銀河線廃線に伴い廃駅となってしまいました。			場所確認できず。座標はWikipedia準拠。	アショログン	テ	1	37	1		
0561	0011	完了	北海道	足寄郡	北海道ちほく高原鉄道 陸別駅	089-4300	北海道足寄郡陸別町陸別原野		43.4675	143.7425		18.0		0			鉄子の旅	テツコノタビ	第13話の北海道ちほく高原鉄道ふるさと銀河線巡り1日目の宿泊駅。駅舎は道の駅「オーロラタウン93りくべつ」を兼ねており、2階にある宿泊施設「オーロラハウス」で一泊していました。※残念ながら2006年4月21日、ふるさと銀河線廃線に伴い廃駅となり、現在駅舎は鉄道保存展示施設となっています。	http://www.hokkaido-michinoeki.jp/data/69/each.htm	http://www.hokkaido-michinoeki.jp/data/69/each.htm	場所確認できず。座標はWikipedia準拠。	アショログン	テ	1	37	1		
0561	0012	完了	北海道	足寄郡	北海道ちほく高原鉄道 笹森駅	089-4251	北海道足寄郡足寄町大誉地		43.369644	143.641625		9.0		0			鉄子の旅	テツコノタビ	第13話で訪れた北海道ちほく高原鉄道ふるさと銀河線巡り2日目の下車駅。横見浩彦が命名した「板切駅」の一つで、待合室さえ無い板張りのホームがあるだけの駅。※残念ながら2006年4月21日、ふるさと銀河線廃線に伴い廃駅となってしまいました。			場所確認できず。座標はWikipedia準拠。	アショログン	テ	1	37	1		
0561	0013	完了	北海道	足寄郡	北海道ちほく高原鉄道 塩幌駅	089-4142	北海道足寄郡足寄町上利別181-4		43.331353	143.595833		9.0		0			鉄子の旅	テツコノタビ	第13話で訪れた北海道ちほく高原鉄道ふるさと銀河線巡り最後の下車駅。横見浩彦が命名した「板切駅」の一つで、待合室さえ無い板張りのホームがあるだけの駅。※残念ながら2006年4月21日、ふるさと銀河線廃線に伴い廃駅となってしまいました。			場所確認できず。座標はWikipedia準拠。	アショログン	テ	1	37	1		
0561	0014	完了	北海道	北見市	JR 北見駅	090-0040	北海道北見市大通西1		43.805293	143.898104		15.0		0			鉄子の旅	テツコノタビ	第13話の北海道旅行で、特急オホーツクから北海道ちほく高原鉄道ふるさと銀河線に乗り換えた駅。ホームのみ登場。				キタミシ	テ	1	8	1		
0561	0015	完了	北海道	常呂郡	北海道ちほく高原鉄道 豊住駅	099-1365	北海道常呂郡置戸町豊住		43.701361	143.630661		12.0		0			鉄子の旅	テツコノタビ	第13話の北海道旅行で訪れた北海道ちほく高原鉄道ふるさと銀河線の1つ目の下車駅。横見浩彦が命名した「板切駅」の一つで、小さな待合室と板張りのホームがあるだけの駅。残念ながら2006年4月21日、ふるさと銀河線廃線に伴い廃駅となってしまいました。			場所確認できず。座標はWikipedia準拠。	トコログン	テ	1	78	1		
0561	0016	完了	北海道	常呂郡	北海道ちほく高原鉄道 西訓子府駅	099-1424	北海道常呂郡訓子府町西富		43.715278	143.68		12.0		0			鉄子の旅	テツコノタビ	第13話の北海道旅行で訪れた北海道ちほく高原鉄道ふるさと銀河線の2つ目の下車駅。横見浩彦が命名した「板切駅」の一つで、小さな待合室と板張りのホームがあるだけの駅。※残念ながら2006年4月21日、ふるさと銀河線廃線に伴い廃駅となってしまいました。			場所確認できず。座標はWikipedia準拠。	トコログン	テ	1	78	1		
0561	0017	完了	北海道	稚内市	JR 稚内駅	097-0022	北海道稚内市中央3		45.416934	141.677152	"https://www.google.co.jp/maps/@45.417326,141.6774129,3a,75y,90t/data=!3m5!1e2!3m3!1s2182768!2e1!3e10?hl=ja"	15.0		0			鉄子の旅	テツコノタビ	エンディングに登場した駅で「最北端の線路」の看板と駅舎が描かれていました。				ワッカナイシ	テ	1	14	1		
0561	0018	完了	青森県	東津軽郡	竜飛崎	030-1711	青森県東津軽郡外ヶ浜町三厩龍浜		41.259697	140.342692	"https://www.google.co.jp/maps/@41.25877,140.342585,2a,90y,90t/data=!3m5!1e2!3m3!1s104710293!2e1!3e10"	14.0		0			鉄子の旅	テツコノタビ	第7話で津軽海峡の景色を眺めた岬。展望台や灯台などが描かれていました。<br />北海道旅行③				ヒガシツガルグン	テ	2	11	1		
0561	0019	完了	青森県	東津軽郡	JR 竜飛海底駅	030-1711	青森県東津軽郡外ヶ浜町三厩龍浜		41.257221	140.347943	"https://www.google.co.jp/maps/@41.2572261,140.347961,5a,44.9y,341.69h,84.43t/data=!3m6!1e2!3m4!1s69168862!2e1!3e10!4b1"	15.0		120	1.5		鉄子の旅	テツコノタビ	第7話で下車した海面下140mにある青函トンネル内の駅。ホームや連絡誘導路、ケーブルカーなどが描かれていました。<br />北海道旅行①				ヒガシツガルグン	テ	2	11	1		
0561	0020	完了	青森県	東津軽郡	竜飛ウィンドパーク展示館	030-1711	青森県東津軽郡外ヶ浜町三厩龍浜54		41.253871	140.346709	"https://www.google.co.jp/maps/@41.2539197,140.3452404,3a,15y,83.99h,94.29t/data=!3m4!1e1!3m2!1sg1hELAwGWT2I-f8tHIJvUw!2e0"	16.0		120	1.5	0174-38-2933	鉄子の旅	テツコノタビ	第7話で海底の竜飛海底駅からケーブルカーで上がってきた地上にあった施設。<br />北海道旅行②				ヒガシツガルグン	テ	2	11	1		
0561	0021	完了	岩手県	盛岡市	JR 盛岡駅	020-0034	岩手県盛岡市盛岡駅前通1-48		39.701667	141.136361	-	13.0		0			鉄子の旅	テツコノタビ	第5話の岩手県旅行で東北新幹線から山田線に乗り換えた駅。<br />ホームや土産屋の一部のみ描かれていました。<br />岩手県旅行②				モリオカシ	テ	3	1	1		
0561	0022	完了	岩手県	釜石市	JR 陸中大橋駅	026-0055	岩手県釜石市甲子町第1地割80		39.280236	141.718582	"https://www.google.co.jp/maps/@39.280506,141.718399,2a,90y,90t/data=!3m5!1e2!3m3!1s98908710!2e1!3e10"	13.0		0			鉄子の旅	テツコノタビ	第5話の岩手県旅行で訪れた駅。<br />ホームにある小さな待合室の他、駅を出発した列車がループして駅前の山を登る姿が描かれていました。<br />岩手県旅行⑨				カマイシシ	テ	3	13	1		
0561	0023	完了	岩手県	下閉伊郡	JR 岩泉駅	027-0501	岩手県下閉伊郡岩泉町岩泉字中野第40地割42		39.845114	141.786394	"https://www.google.co.jp/maps/@39.845197,141.786479,2a,90y,90t/data=!3m5!1e2!3m3!1s77200929!2e1!3e10"	17.0		0			鉄子の旅	テツコノタビ	第5話の岩手県旅行で訪れた駅。<br />岩泉線の終点駅でありながら先まで続く線路（当初の計画では海側まで路線を伸ばす予定だったが、国鉄再建の煽りで中止となったため）が描かれていました。<br />※岩泉線の廃線により2014年3月31日限りで廃駅となりました。<br />岩手県旅行④				シモヘイグン	テ	3	19	1		
0561	0024	完了	岩手県	宮古市	JR 宮古駅	027-0052	岩手県宮古市宮町1-1-80		39.640278	141.946572	"https://www.google.co.jp/maps/@39.640278,141.946571,2a,90y,90t/data=!3m5!1e2!3m3!1s95399075!2e1!3e10"	13.0		0			鉄子の旅	テツコノタビ	第5話の岩手県旅行1日目の最後の駅。<br />2日目にはこの駅から快速はまゆりに乗り込んでおり、岩泉駅から戻ってくる際に岩泉線-山田線直通便から、陸中大橋駅に向かうべく、この駅で快速はまゆり4号に乗り換えていました。<br />ホームに駅舎外観、連絡通路などが描かれています。<br />岩手県旅行⑤				ミヤコシ	テ	3	14	1		
0561	0025	完了	岩手県	宮古市	JR 茂市駅	028-2101	岩手県宮古市茂市第3地割159-9		39.620847	141.798745	"https://www.google.co.jp/maps/@39.621049,141.79853,2a,90y,90t/data=!3m5!1e2!3m3!1s95401395!2e1!3e10"	14.0		0			鉄子の旅	テツコノタビ	第5話の岩手県旅行で山田線から岩泉線に乗り換えた駅。ホームや階段、連絡通路などが描かれていました。<br />岩手県旅行③				ミヤコシ	テ	3	14	1		
0561	0026	完了	岩手県	宮古市	JR 中里駅	028-2104	岩手県宮古市刈屋第14地割		39.661833	141.736214	"https://www.google.co.jp/maps/@39.6618094,141.7363736,3a,49.4y,240.68h,88.26t/data=!3m4!1e1!3m2!1snzGN3y_4cgOdeXAFFs2b5A!2e0"	14.0		120	1.4		鉄子の旅	テツコノタビ	第5話の岩手県旅行で訪れた駅。ホームと小さな待合所が描かれていました。<br />岩手県旅行⑥				ミヤコシ	テ	3	14	1		
0561	0027	完了	岩手県	宮古市	JR 岩手刈屋駅	028-2104	岩手県宮古市刈屋第13地割25		39.642831	141.75915	"https://www.google.co.jp/maps/@39.6426665,141.7590396,3a,38.5y,39.43h,86.02t/data=!3m4!1e1!3m2!1sn0Ye2kl8wxKZk9T5toLV7A!2e0"	14.0		120	3		鉄子の旅	テツコノタビ	第5話の岩手県旅行で訪れた駅。かつて有人駅であった頃の名残で駅舎があり、外観や舎内の様子などが描かれていました。※岩泉線の廃線により2014年3月31日限りで廃駅となりました。<br />岩手県旅行⑦				ミヤコシ	テ	3	14	1		
0561	0028	完了	岩手県	宮古市	JR 押角駅	028-2105	岩手県宮古市和井内第1地割10		39.723917	141.693131	"https://www.google.co.jp/maps/@39.723799,141.693198,2a,90y,90t/data=!3m5!1e2!3m3!1s22338974!2e1!3e10"	14.0		0			鉄子の旅	テツコノタビ	第5話の岩手県旅行で訪れた駅。駅舎はおろか、周囲をすっぽりと山に囲まれ、待合室やベンチさえない裸のホームがあるだけの駅が描かれていました。<br />岩手県旅行⑧				ミヤコシ	テ	3	14	1		
0561	0029	完了	岩手県	気仙郡	JR 上有住駅	029-2501	岩手県気仙郡住田町上有住字土倉298		39.241996	141.681511	"https://www.google.co.jp/maps/@39.242013,141.681522,2a,90y,90t/data=!3m5!1e2!3m3!1s98908694!2e1!3e10"	12.0		0			鉄子の旅	テツコノタビ	第5話の岩手県旅行で滝観洞に行くために訪れた駅。待合室が描かれていました。<br />岩手県旅行⑩				ケセングン	テ	3	17	1		
0561	0030	完了	岩手県	気仙郡	滝観洞	029-2501	岩手県気仙郡住田町上有住字土倉298-81		39.243418	141.683728	"https://www.google.co.jp/maps/@39.243421,141.683722,2a,90y,90t/data=!3m5!1e2!3m3!1s11003850!2e1!3e10"	15.0		0			鉄子の旅	テツコノタビ	第5話で訪れた鍾乳洞。作中では入口しか描かれませんでした。<br />岩手県旅行⑪				ケセングン	テ	3	17	1		
0561	0031	完了	宮城県	仙台市	JR 仙台駅	980-0021	宮城県仙台市青葉区中央1-1-1		38.260278	140.882222	"https://www.google.co.jp/maps/@38.260988,140.881698,3a,75y,90t/data=!3m5!1e2!3m3!1s62310684!2e1!3e10?hl=ja"	13.0		0			鉄子の旅	テツコノタビ	第4話で東北本線から仙山線快速山形行に乗り換えた駅で、掲示板や階段などがわずかに描かれていました。<br />南東北旅行②				センダイシ	テ	4	1	1		
0561	0032	完了	宮城県	大崎市	JR 古川駅	989-6162	宮城県大崎市古川駅前大通1-7-35		38.571002	140.96786		15.0		0			鉄子の旅	テツコノタビ	第9話で東北新幹線から陸羽東線に乗り換えた駅。駅舎内で飼育されている天然記念物の鉄魚の水槽を見ていました。<br />くりはら田園鉄道旅②				オオサキシ	テ	4	17	1		
0561	0033	完了	宮城県	登米市	JR 石越駅	989-4703	宮城県登米市石越町南郷字西門沖5-7		38.768801	141.158976		15.0		0			鉄子の旅	テツコノタビ	第9話でくりはら田園鉄道に乗るために下車した駅で、駅舎とホームが描かれていました。<br />かつては作中で描かれたように、JRの駅前にくりはら田園鉄道の始発駅である石越駅がありましたが、本作品が放送される直前の2007年4月1日にくりはら田園鉄線が廃止されてしまったため、駅舎もすでに解体されて現存していません。<br />作中では2007年3月31日に開催されたくりはら田園鉄道廃線記念イベントや「さよなら列車出発式」の様子も描かれていました。<br />くりはら田園鉄道旅③				トメシ	テ	4	22	1	解体	
0561	0034	完了	宮城県	栗原市	くりはら田園鉄道 若柳駅	989-5501	宮城県栗原市若柳川北塚ノ根		38.774792	141.13224		17.0		0			鉄子の旅	テツコノタビ	第9話のくりはら田園鉄線の旅で訪れたくりはら田園鉄線2つ目の駅。車両基地のための何本もの線路やホーム、駅舎などが描かれていました。<br />※2007年4月1日に廃駅となり、現在はくりはら田園鉄道の車両を保存する鉄道公園となっています。ちなみにこの後に作中で訪れていた沢辺駅、栗駒駅も廃駅で駅舎は解体済で現存していません。。<br />くりはら田園鉄道旅④				クリハラシ	テ	4	23	1	解体	
0561	0035	完了	宮城県	伊具郡	JR あぶくま駅	981-2181	宮城県伊具郡丸森町廻倉		37.913597	140.686014	"https://www.google.co.jp/maps/@37.913443,140.68576,3a,75y,90t/data=!3m5!1e2!3m3!1s41623867!2e1!3e10"	13.0		0			鉄子の旅	テツコノタビ	第4話の南東北旅行で、一番初めに下車した駅。産業伝承館を兼ねた八角形の駅舎と、駅舎から望む阿武隈川の景色が描かれていました。<br />南東北旅行①				イググン	テ	4	13	1		
0561	0036	完了	山形県	山形市	藤花の滝	999-3301	山形県山形市山寺面白山		38.333082	140.496177	"https://www.google.co.jp/maps/@38.335318,140.496872,3a,75y,90t/data=!3m5!1e2!3m3!1s-1sG6YGXFP1c%2FTnnWqt2aDQI%2FAAAAAAABegg%2Fzaua5CUHAcA!2e4!3e15"	17.0		0			鉄子の旅	テツコノタビ	第4話で菊池直恵たちが見物に行った、面白山高原駅脇の階段を上って橋を渡ったところにある滝。<br />南東北旅行④				ヤマガタシ	テ	6	1	1		
0561	0037	完了	山形県	山形市	JR 面白山高原駅	999-3301	山形県山形市山寺面白山8387		38.332835	140.496449	"https://www.google.co.jp/maps/@38.33298,140.496478,3a,75y,90t/data=!3m5!1e2!3m3!1s107349428!2e1!3e10"	13.0		0			鉄子の旅	テツコノタビ	第4話の南東北旅行で訪れた駅。コスモスをイメージして建てられた駅舎の外観と舎内、ホームなどが描かれていました。<br />南東北旅行③				ヤマガタシ	テ	6	1	1		
0561	0038	完了	山形県	米沢市	JR 峠駅	992-1303	山形県米沢市大沢峠		37.812136	140.235988	"https://www.google.co.jp/maps/@37.8114919,140.2365141,3a,75y,90t/data=!3m5!1e2!3m3!1s-aBCxLqgbfcA%2FSq9ckO-QiKI%2FAAAAAAAABBU%2FqnwqJUU8TuE!2e4!3e15"	14.0		0			鉄子の旅	テツコノタビ	第4話の南東北旅行で訪れた駅。格納庫のようなスノーシェルターを流用したホームの覆屋や、古くからの駅の名物である「峠の力餅」の立売りなどが描かれていました。<br />南東北旅行⑥				ヨネザワシ	テ	6	13	1		
0561	0039	完了	福島県	福島市	JR 赤岩駅	960-0251	福島県福島市大笹生赤岩32		37.805749	140.335114	"https://www.google.co.jp/maps/@37.805745,140.335126,3a,75y,90t/data=!3m5!1e2!3m3!1s41623454!2e1!3e10"	12.0		0			鉄子の旅	テツコノタビ	第4話の南東北旅行で、最後に訪れた駅。<br />南東北旅行⑦				フクシマシ	テ	7	1	1		
0561	0040	完了	福島県	福島市	JR 福島駅	960-8031	福島県福島市栄町1-1		37.75387	140.460311	"https://www.google.co.jp/maps/@37.7535793,140.4611012,3a,15.1y,307.34h,95.13t/data=!3m4!1e1!3m2!1sGEMxL_ZHJFM8QKYOrfAiYg!2e0"	13.0		120	3		鉄子の旅	テツコノタビ	第4話の南東北旅行で、東北新幹線から奥羽本線に乗り換えた駅。駅舎外観やホームが描かれていました。<br />南東北旅行⑤				フクシマシ	テ	7	1	1		
0561	0041	完了	茨城県	笠間市	JR 友部駅	309-1735	茨城県笠間市友部駅前1-24		36.35073	140.306262	"https://www.google.co.jp/maps/@36.350931,140.306685,3a,75y,90t/data=!3m5!1e2!3m3!1s93989694!2e1!3e10"	13.0		0			鉄子の旅	テツコノタビ	第2話の130円で一都六県大回りの旅で水戸線から常磐線に乗り換えた駅で、ホームのみ登場。<br />一都六県大回りの旅⑧				カサマシ	テ	8	11	2		
0561	0042	完了	栃木県	日光市	JR 間藤駅	321-1506	栃木県日光市足尾町下間藤2		36.653472	139.450086	"https://www.google.co.jp/maps/@36.652077,139.4475722,143a,47.7y,71.41h,82.64t/data=!3m6!1e2!3m4!1s73855658!2e1!3e10!4b1?hl=ja"	14.0		0			鉄子の旅	テツコノタビ	第6話で訪れた駅で、ここからを歩いていました。駅舎外観、古河鉱業間藤工場、「古河のビット・ロッド」の看板を掲げた古河キャステック本社、ニホンカモシカの絵などが描かれていました。<br />わたらせ渓谷鐵道と廃線跡歩き⑨				ニッコウシ	テ	9	6	2		
0561	0043	完了	栃木県	日光市	廃線路	321-1507	栃木県日光市足尾町南橋4		36.664037	139.444468	"https://www.google.co.jp/maps/@36.6615081,139.4457883,3a,90y,313.98h,68.96t/data=!3m5!1e1!3m3!1sZO7IvfleHuUAAAQW4fbAhw!2e0!3e11?hl=ja"	13.0		120	1		鉄子の旅	テツコノタビ	第6話で間藤駅を訪れた横見浩彦一行が歩いていた、足尾銅山の精錬所があった足尾本山駅（廃駅）への廃線路。<br />わたらせ渓谷鐵道と廃線跡歩き⑩				ニッコウシ	テ	9	6	2		
0561	0044	完了	栃木県	日光市	足尾銅山観光	321-1514	栃木県日光市足尾町通洞9-2		36.633349	139.439656	"https://www.google.co.jp/maps/@36.633263,139.439618,3a,75y,90t/data=!3m5!1e2!3m3!1s-KspPXRzwUPA%2FVCeJu3MPwLI%2FAAAAAAACCOM%2FGrs7P1fHbfU!2e4!3e15?hl=ja"	13.0		0		0288-93-3240	鉄子の旅	テツコノタビ	第6話で横見浩彦一行が見学をしていた場所で、足尾銅山入口、坑内や工夫の蝋人形などが描かれていました。<br />わたらせ渓谷鐵道と廃線跡歩き⑧				ニッコウシ	テ	9	6	2		
0561	0045	完了	栃木県	日光市	JR 通洞駅	321-1523	栃木県日光市足尾町松原13		36.636986	139.44	"https://www.google.co.jp/maps/@36.6367924,139.4402808,3a,32.6y,317.18h,94.2t/data=!3m4!1e1!3m2!1sZjr9JQv95i441SbsxKs_kw!2e0"	13.0		120	3		鉄子の旅	テツコノタビ	第6話で訪れた駅で、駅舎外観や駅前の銅のモニュメントなどが描かれていました。<br />わたらせ渓谷鐵道と廃線跡歩き⑦				ニッコウシ	テ	9	6	2		
0561	0046	完了	栃木県	小山市	JR 小山駅	323-0025	栃木県小山市城山町3-3-22		36.313145	139.80639	-	13		0			鉄子の旅	テツコノタビ	第2話の130円で一都六県大回りの旅で両毛線から水戸線に乗り換えた駅で、ホームのみ登場。<br />一都六県大回りの旅⑦				オヤマシ	テ	9	7	2		
0561	0047	完了	群馬県	桐生市	JR 水沼駅	376-0141	群馬県桐生市黒保根町水沼151		36.500006	139.277453	"https://www.google.co.jp/maps/@36.500005,139.277455,3a,75y,90t/data=!3m5!1e2!3m3!1s-51Z_dxV4beI%2FUfMFCNauZyI%2FAAAAAAAALPo%2F6OKvZrFd3aI!2e4!3e15"	17.0		0			鉄子の旅	テツコノタビ	第6話で訪れた駅。<br />ホームや駅舎、マスコットキャラクターの「カッピー」の絵が目印の水沼温泉センター入口などが描かれていました。<br />※大間々駅からの路線上の景色で、作中に鉄橋が出てきますが、高津戸橋と同じ赤色で、形状は福岡大橋という謎の橋でした。<br />わたらせ渓谷鐵道と廃線跡歩き⑤				キリュウシ	テ	10	15	2		
0561	0048	完了	群馬県	桐生市	黒保根大橋	376-0141	群馬県桐生市黒保根町水沼		36.49858	139.277473	"https://www.google.co.jp/maps/@36.498694,139.277282,3a,75y,90t/data=!3m5!1e2!3m3!1s53837765!2e1!3e10"	16.0		0			鉄子の旅	テツコノタビ	第6話で大間々駅-水沼駅間のトロッコ列車「わたらせ渓谷号」の車上から見た鉄橋。<br />わたらせ渓谷鐵道と廃線跡歩き④				キリュウシ	テ	10	15	2		
0561	0049	完了	群馬県	桐生市	JR 相老駅	376-0011	群馬県桐生市相生町2-756		36.410512	139.304443	"https://www.google.co.jp/maps/@36.410478,139.304446,2a,90y,90t/data=!3m5!1e2!3m3!1s13711859!2e1!3e10"	14.0		0			鉄子の旅	テツコノタビ	第6話で東武鉄道からわたらせ渓谷鐵道に乗り換えた駅で、連絡橋やホームが描かれていました。<br />わたらせ渓谷鐵道と廃線跡歩き②				キリュウシ	テ	10	15	2		
0561	0050	完了	群馬県	利根郡	JR 水上駅	379-1611	群馬県利根郡みなかみ町鹿野沢96		36.778628	138.968806	-	13.0		0			鉄子の旅	テツコノタビ	第3話で新特急（高崎線特急）から上越線に乗り換えた駅。ホームのみ登場。115系の車両が描かれていました。<br />土合・湯檜曽…鉄子流デートコース②				トネグン	テ	10	14	2		
0561	0051	完了	群馬県	利根郡	JR 湯檜曽駅	379-1728	群馬県利根郡みなかみ町湯桧曽18-2		36.802866	138.986637	"https://www.google.co.jp/maps/@36.802952,138.986945,3a,75y,90t/data=!3m5!1e2!3m3!1s37278952!2e1!3e10?hl=ja"	13.0		0			鉄子の旅	テツコノタビ	第3話で登場した駅。駅に向かうループ状になったトンネルの手前で電車の中から望む眼下の駅、地上の上りホームに駅舎、改札、地下の下りホームなどが描かれていました。<br />土合・湯檜曽…鉄子流デートコース④				トネグン	テ	10	14	2		
0561	0052	完了	群馬県	利根郡	JR 土合駅	379-1728	群馬県利根郡みなかみ町湯桧曽218-2		36.830928	138.963886	"https://www.google.co.jp/maps/@36.830868,138.96408,3a,75y,90t/data=!3m5!1e2!3m3!1s14367557!2e1!3e10?hl=ja"	15.0		0			鉄子の旅	テツコノタビ	第3話で「日本一のモグラ駅」と呼ばれる新清水トンネル内にある下りホーム、地上までの階段、無人改札、駅舎外観、地上の上りホームなどが描かれていました。<br />土合・湯檜曽…鉄子流デートコース③				トネグン	テ	10	14	2		
