作品No.	聖地No.	確定	都道府県	市区郡	聖地名	郵便番号	住所	住所2	座標：緯度	座標：経度	SV	倍率	SV過去	Fov	Zoom	電話番号	作品	作品名フリガナ	備考	公式サイトURL	情報参照元URL	備考2	市区町村読み仮名	作品名50音	県順	市順	域順	実在	重要度
0621	0030	完了	静岡県	下田市	まどが浜海遊公園	415-0000	静岡県下田市柿崎間戸ガ浜		34.675840	138.955387	"https://www.google.co.jp/maps/@34.67561,138.955041,3a,75y,90t/data=!3m5!1e2!3m3!1s72255335!2e1!3e10"	15.0					夏色キセキ	ナツイロキセキ	第5話で環凛子の看病をして今度は自分が夏風邪をひいてしまった花木優香のことを逢沢夏海たち3人が話していた公園。夏海たちが座っていた東屋も実在します。				シモダシ	ナ	22	10	3		
0621	0031	完了	静岡県	下田市	まどが浜海遊公園 龍馬志の像	415-0000	静岡県下田市柿崎間戸ガ浜		34.675717	138.955436	-						夏色キセキ	ナツイロキセキ	第10話で「御石様」の力によってタイムスリップしてきてしまった4年前の逢沢夏海たちを探している夏海たちが、4年前に現れた幽霊の話をしていた場所。				シモダシ	ナ	22	10	3		
0621	0032	完了	静岡県	下田市	腰越バス停	415-0013	静岡県下田市柿崎		34.673665	138.963878	"https://www.google.co.jp/maps/@34.6736523,138.9639224,3a,30y,283.72h,82.28t/data=!3m4!1e1!3m2!1s8a-kbOnAEjJfEDXgypgc-g!2e0"						夏色キセキ	ナツイロキセキ	第10話で逢沢夏海たち4人が雨宿りをして4年前の自分たちと別れたバス停。			ストリートビュー確認不可能	シモダシ	ナ	22	10	3		
0621	0033	完了	静岡県	下田市	愛染堂	415-0013	静岡県下田市柿崎		34.680771	138.953919	"https://www.google.co.jp/maps/@34.680576,138.953568,3a,75y,90t/data=!3m5!1e2!3m3!1s74624034!2e1!3e10"						夏色キセキ	ナツイロキセキ	第12話の終わらなくなった夏休みで、オーディションに行かずに遊びに行った寝姿山自然公園内の観光スポット。縁結びのハート型をした絵馬が有名で、花木優香が絵馬をかけようとしている1カットのみ登場していました。				シモダシ	ナ	22	10	3		
0621	0034	完了	静岡県	下田市	CAFE＆HAMBURGER　Ra-Maru	415-0000	静岡県下田市外ヶ岡1-1	道の駅開国下田みなと内	34.674608	138.951113	"https://www.google.co.jp/maps/@34.6744743,138.9514181,3a,32.1y,304.19h,89.58t/data=!3m4!1e1!3m2!1sC8uo4dZ2g5uCwAOxPO65AA!2e0"	13.0				0558-27-2510	夏色キセキ	ナツイロキセキ	第7話で花木優香と環凛子がハンバーガーを食べていたアメリカンダイナー。第10話でも「御石様」の力でタイムスリップしてきてしまった4年前の逢沢夏海たちがハンバーガーを買っていました。	http://www.kaikokushimodaminato.co.jp/restarants/restarants.htm	http://www.kaikokushimodaminato.co.jp/restarants/restarants.htm		シモダシ	ナ	22	10	3		
0621	0035	完了	静岡県	下田市	道の駅開国下田みなと	415-0000	静岡県下田市外ヶ岡1-1		34.674812	138.95091	-	13.0				0558-25-3500	夏色キセキ	ナツイロキセキ	オープニングの日の出のカットで登場する道路施設。	http://www.kaikokushimodaminato.co.jp/	http://www.kaikokushimodaminato.co.jp/		シモダシ	ナ	22	10	3		
0621	0036	完了	静岡県	下田市	サスケハナ号	415-0000	静岡県下田市外ヶ岡		34.674315	138.953562	"https://www.google.co.jp/maps/@34.674476,138.953447,3a,75y,90t/data=!3m5!1e2!3m3!1s13404477!2e1!3e10"						夏色キセキ	ナツイロキセキ	第10話で「御石様」の力によってタイムスリップしてきてしまった4年前の逢沢夏海たちを監視していた夏海たちが、夏海の母親に見つかって、見に来たと誤魔化していた黒船。伊豆クルーズが運航している黒船を模して造られた遊覧船です。				シモダシ	ナ	22	10	3		
0621	0037	完了	静岡県	下田市	富士屋ホテル	415-0000	静岡県下田市外ヶ岡		34.675473	138.951725	"https://www.google.co.jp/maps/@34.6751961,138.9516348,3a,88.1y,355.37h,89.92t/data=!3m4!1e1!3m2!1ss9HHd2jTu09hcCq-eu5uYQ!2e0"						夏色キセキ	ナツイロキセキ	第10話で4年前の逢沢夏海たち4人がオバケ退治に行った廃墟のモデル。作中の立地とは異なるので建物のみのモデルと思われます。				シモダシ	ナ	22	10	3		
0621	0038	完了	静岡県	下田市	北川洋服店	415-0021	静岡県下田市1		34.675588	138.944781		16.0					夏色キセキ	ナツイロキセキ	第2話で逢沢夏海と水越紗季が、花木優香と環凛子を追いかけるシーンに登場。				シモダシ	ナ	22	10	3		
0621	0039	完了	静岡県	下田市	菊池内科前駐車場	415-0021	静岡県下田市1-18-20		34.67608	138.943458	-	16.0					夏色キセキ	ナツイロキセキ	第2話で逢沢夏海と逢沢大樹の姉弟が参加していたラジオ体操の会場。病院の名前は「池田医院」になっていました。				シモダシ	ナ	22	10	3		
0621	0040	完了	静岡県	下田市	下田八幡神社	415-0021	静岡県下田市1-18-38		34.676459	138.941811	-	16.0					夏色キセキ	ナツイロキセキ	「姫石神社」の社殿のモデル。				シモダシ	ナ	22	10	3		
0621	0041	完了	静岡県	下田市	メガネ・コンタクトのヨシダ	415-0021	静岡県下田市1-21-24		34.675363	138.944869	"https://www.google.co.jp/maps/@34.6755225,138.9448442,3a,15y,189.95h,84.72t/data=!3m4!1e1!3m2!1snq69AeDrFf9K0RyE2nG5Ng!2e0"	16.0				0558-22-6213	夏色キセキ	ナツイロキセキ	第2話で逢沢夏海と水越紗季が、花木優香と環凛子を追いかけるシーンに登場。作中では優香と凛子はこの店の横の路地に逃げ込みますが、実際には路地はありません。				シモダシ	ナ	22	10	3		
0621	0042	完了	静岡県	下田市	下田郵便局	415-0022	静岡県下田市2-4-26		34.674123	138.944459	-	15.0				0558-22-0602	夏色キセキ	ナツイロキセキ	第2話で逢沢夏海と水越紗季が、花木優香と環凛子を追いかけるシーンに登場。				シモダシ	ナ	22	10	3		
0621	0043	完了	静岡県	下田市	石亀水産	415-0022	静岡県下田市2-7-18		34.673012	138.945097	-	16.0				0558-22-0262	夏色キセキ	ナツイロキセキ	第1話冒頭の下田の景色のカットに登場したひもの屋のモデル。看板のデザインのみ長谷松水産のものが使われていました。				シモダシ	ナ	22	10	3		
0621	0044	完了	静岡県	下田市	長谷松水産	415-0022	静岡県下田市2-9-6		34.673526	138.944982	"https://www.google.co.jp/maps/@34.6735179,138.9450984,3a,48.7y,354.47h,79t/data=!3m4!1e1!3m2!1sQq5CG8VEeXD_C2H60IsjuA!2e0"	16.0				0558-22-0111	夏色キセキ	ナツイロキセキ	第1話冒頭の下田の景色のカットに登場したひもの屋の看板のモデル。建物は石亀水産ですが、看板のデザインのみ長谷松水産のもののようです。				シモダシ	ナ	22	10	3		
0621	0045	完了	静岡県	下田市	ハリスの足湯	415-0022	静岡県下田市2-11-10		34.673391	138.943791	-	17.0				0558-22-1181	夏色キセキ	ナツイロキセキ	オープニングのカットで逢沢夏海たち4人が足湯に入っている姿が描かれています。第2話では夏海と水越紗季が、花木優香と環凛子を追いかけるシーンで優香と凛子がここに隠れていました。第7話では夏海と紗季が入浴していました。				シモダシ	ナ	22	10	3		
0621	0046	完了	静岡県	下田市	クシダレコード店	415-0022	静岡県下田市2-11-12		34.673273	138.943761	"https://www.google.co.jp/maps/@34.6732208,138.9438128,3a,50.1y,332.09h,88.85t/data=!3m4!1e1!3m2!1sNJ9qItOWlwbRuWe2pkEjVA!2e0"	16.0				0558-22-0049	夏色キセキ	ナツイロキセキ	第5話で花木優香が購入した「フォーシーズン」のアルバム店頭購入特典ポスターの発送ミスで店員とモメていたCDショップ。環凛子がポスターが届いたか確認していたのもこの店でした。			ストリートビュー確認不可能	シモダシ	ナ	22	10	3		
0621	0047	完了	静岡県	下田市	高橋玩具店	415-0022	静岡県下田市2-11-8		34.67366	138.943772		16.0				0558-22-0198	夏色キセキ	ナツイロキセキ	第2話で、逢沢大樹が友達とこの店の前に自転車を停め、逢沢夏海が空を飛んでいた目撃話を聞いていました。作中では店名は「たなはし」になっています。				シモダシ	ナ	22	10	3		
0621	0048	完了	静岡県	下田市	下田公園 開国記念碑広場	415-0023	静岡県下田市3		34.670453	138.945674		16.0					夏色キセキ	ナツイロキセキ	オープニングで逢沢夏海たち4人が下田の町を見下ろしている展望台。第7話で4人が花火を見ていたのもここ。				シモダシ	ナ	22	10	3		
0621	0049	完了	静岡県	下田市	下田公園 開国記念碑広場	415-0023	静岡県下田市3		34.670005	138.945365		16.0					夏色キセキ	ナツイロキセキ	第1話で逢沢夏海、水越紗季、花木優香、環凛子の4人が優勝した「下田のど自慢大会」のステージ。第7話で再びのど自慢大会の会場準備風景として登場。				シモダシ	ナ	22	10	3		
0621	0050	完了	静岡県	下田市	下田公園 開国記念碑広場	415-0023	静岡県下田市3		34.670157	138.946178		16.0					夏色キセキ	ナツイロキセキ	第2話で逢沢夏海と水越紗季が、花木優香と環凛子を追いかけるシーンに、座標地点あたりから見下ろした景色を描いたカットが登場しています。				シモダシ	ナ	22	10	3		
0621	0051	完了	静岡県	下田市	下田公園 道	415-0023	静岡県下田市3		34.670717	138.946526		16.0					夏色キセキ	ナツイロキセキ	第2話で逃走中の花木優香と環凛子が、逢沢夏海と水越紗季に見つかってしまう公園から駐車場へ向かう道。				シモダシ	ナ	22	10	3		
0621	0052	完了	静岡県	下田市	昭和湯	415-0023	静岡県下田市3-5-11		34.672015	138.944357		16.0				0558-23-0739	夏色キセキ	ナツイロキセキ	第2話で逢沢夏海と水越紗季が逢沢家の前に立っていたシーンでこの銭湯が描かれています。作画上では、この銭湯から南へ2～3件目あたりが逢沢家と水越家の家がある場所となりますが、実際には家はありません。第3話でも紗季がこの前を通り過ぎていました。				シモダシ	ナ	22	10	3		
0621	0053	完了	静岡県	下田市	PePe	415-0023	静岡県下田市3-8-14		34.671529	138.943802	"https://www.google.co.jp/maps/@34.6716163,138.943748,3a,90y,119.06h,89.96t/data=!3m4!1e1!3m2!1sktsQ4-k2Dq5lPeqn1pveNQ!2e0"					0558-22-1228	夏色キセキ	ナツイロキセキ	第12話で逢沢夏海の母涼夏が凛子の母と鉢合わせたのが、この店の前でした。	http://daiden-shimoda.jp/pepe.html	http://daiden-shimoda.jp/pepe.html		シモダシ	ナ	22	10	3		
0621	0054	完了	静岡県	下田市	下田開国博物館	415-0024	静岡県下田市4-8-13		34.673128	138.939872	"https://www.google.co.jp/maps/@34.6730348,138.9397417,3a,56.5y,53.23h,87.76t/data=!3m4!1e1!3m2!1sigDPElcTfEE9Te7EMiL2qw!2e0"	16.0				0558-23-2500	夏色キセキ	ナツイロキセキ	第4話で水越紗季になった花木優香と佐野貴史が乗るバスがこの博物館の前を通過していました。				シモダシ	ナ	22	10	3		
0621	0055	完了	静岡県	下田市	ペリ－ロード 1	415-0023	静岡県下田市3-13		34.671909	138.942659	"https://www.google.co.jp/maps/@34.671933,138.942662,3a,75y,106.69h,87.84t/data=!3m5!1e1!3m3!1sm-1V_hQCm8rfvyPf96mDvw!2e0!3e5?hl=ja"	16.0					夏色キセキ	ナツイロキセキ	オープニングでエグゼクティブプロデューサーのテロップが出ているカットの場所。				シモダシ	ナ	22	10	3		
0621	0056	完了	静岡県	下田市	ペリ－ロード 2	415-0023	静岡県下田市3-13		34.671776	138.942887	"https://www.google.co.jp/maps/@34.67191,138.942825,3a,75y,156.65h,94.1t/data=!3m5!1e1!3m3!1sstRqM4RNw6xTIZinRpKjbQ!2e0!3e5?hl=ja"						夏色キセキ	ナツイロキセキ	オープニングで逢沢夏海たち4人が歩いているカットの場所。				シモダシ	ナ	22	10	3		
0621	0057	完了	静岡県	下田市	柳橋	415-0023	静岡県下田市3-13		34.671659	138.943233	"https://www.google.co.jp/maps/@34.671663,138.943393,3a,75y,274.83h,85.61t/data=!3m5!1e1!3m3!1syMdMYdwPfktRvJhu9-g0GQ!2e0!3e5?hl=ja"						夏色キセキ	ナツイロキセキ	第5話で花木優香が抜けた逢沢夏海たち3人が寂しさを口にしていた橋。				シモダシ	ナ	22	10	3		
0621	0058	完了	静岡県	下田市	Chancra Chancra	415-0022	静岡県下田市3-13-11	マシューズスクエア1Ｆ	34.671772	138.942657						0558-23-5655	夏色キセキ	ナツイロキセキ	第7話で逢沢夏海と水越紗季が4人お揃いのリボンを購入した店。	http://izuhapi.net/detail/index_489.html	http://izuhapi.net/detail/index_489.html		シモダシ	ナ	22	10	3		
0621	0059	完了	静岡県	下田市	風待工房	415-0023	静岡県下田市3-13-12		34.67175	138.94278	"https://www.google.co.jp/maps/@34.671865,138.942788,3a,75y,164.91h,90.72t/data=!3m5!1e1!3m3!1sSf2YbrGmEgqKRCcOt8gz_Q!2e0!3e5?hl=ja"	17.0				0558-23-3269	夏色キセキ	ナツイロキセキ	オープニングのカットの他、第1話冒頭の下田の景色のカットに登場。				シモダシ	ナ	22	10	3		
0621	0060	完了	静岡県	下田市	逢坂橋	415-0023	静岡県下田市3-14		34.67145	138.943689	"https://www.google.co.jp/maps/@34.6714889,138.9437004,3a,90y,248.64h,76.35t/data=!3m4!1e1!3m2!1s2G-FZgo8J8YC1xo9Q6uDxw!2e0"						夏色キセキ	ナツイロキセキ	第4話で水越紗季と心が入れ替わった花木優香と佐野貴史が乗ったバスが通り過ぎるシーンで描かれていた橋。橋の脇の建物は第12話に登場する草画房です。				シモダシ	ナ	22	10	3		
0621	0061	完了	静岡県	下田市	土佐屋	415-0023	静岡県下田市3-14-30		34.671547	138.943314	"https://www.google.co.jp/maps/@34.671665,138.943209,3a,75y,157.06h,90.58t/data=!3m5!1e1!3m3!1sSx8W12UQfPjdl2_3P6bAkA!2e0!3e5?hl=ja"	16.0				0558-27-0587	夏色キセキ	ナツイロキセキ	テレビ放映前に配信されていたPVで登場した創作料理屋。登校時に逢沢夏海たちが、店前にいたお婆さんに挨拶をしている姿が描かれています。	http://tosaya.net/	http://tosaya.net/		シモダシ	ナ	22	10	3		
0621	0062	完了	静岡県	下田市	草画房	415-0023	静岡県下田市3-14-6		34.671419	138.943563	"https://www.google.co.jp/maps/@34.6714492,138.9436857,3a,75y,260.09h,85.6t/data=!3m4!1e1!3m2!1sl9Azxb7OifxY1Y-0nziOEQ!2e0"					0558-27-1123	夏色キセキ	ナツイロキセキ	第12話で逢沢夏海の母涼夏と凛子の母がお茶をしていた喫茶店。				シモダシ	ナ	22	10	3		
